"WOZ-objecten naar waardeklasse; 1997 - 2011"
""
"";"";"";"";"Perioden"
"Waardeklasse WOZ-objecten";"Regio's";"Onderwerp";"";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010*";"2011*"
"300 000 tot 400 000 euro";"Maastricht (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"113";"1558";"1603";"1710";"1729";"5931";"5988";"7294";"8175";"8613";"8477";"8039"
"300 000 tot 400 000 euro";"Maastricht (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"-";"1";"2";"1";"4";"4";"6";"4";"5";"2";"4"
"300 000 tot 400 000 euro";"Maastricht (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"116";"237";"237";"234";"224";"262";"229";"255";"229";"224";"229";"213"
"300 000 tot 400 000 euro";"Maastricht (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"308";"383";"385";"391";"411";"506";"522";"532";"541";"534";"544";"506"
"300 000 tot 400 000 euro";"Leeuwarden (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"162";"332";"358";"383";"402";"1328";"1381";"1790";"1976";"2089";"2107";"2044"
"300 000 tot 400 000 euro";"Leeuwarden (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"-";"105";"121";"132";"158";"987";"1032";"1441";"1613";"1708";"1726";"1692"
"300 000 tot 400 000 euro";"Leeuwarden (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1";"1";"1"
"300 000 tot 400 000 euro";"Leeuwarden (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"6";"33";"32";"25";"25";"57";"57";"61";"55";"65";"68";"66"
"300 000 tot 400 000 euro";"Leeuwarden (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"156";"194";"205";"226";"219";"284";"292";"288";"307";"315";"312";"285"
"300 000 tot 400 000 euro";"Maastricht (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"392";"1160";"1191";"1288";"1297";"3361";"3385";"4136";"4664";"4926";"4785";"4487"
"300 000 tot 400 000 euro";"Maastricht (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"73";"770";"795";"890";"891";"2879";"2901";"3625";"4190";"4451";"4316";"4042"
"300 000 tot 400 000 euro";"Maastricht (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"-";"1";"2";"1";"2";"2";"2";"1";"3";"-";"2"
"300 000 tot 400 000 euro";"Maastricht (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"76";"110";"112";"108";"97";"110";"107";"132";"101";"99";"97";"95"
"300 000 tot 400 000 euro";"Maastricht (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"243";"280";"283";"288";"308";"370";"375";"377";"372";"373";"372";"348"
"400 000 tot 500 000 euro";"Nederland";"Totaal WOZ-objecten";"aantal";"23259";"23789";"24431";"25052";"75446";"77468";"79747";"81674";"258736";"262938";"322646";"380168";"417525";"421946";"402427"
"400 000 tot 500 000 euro";"Nederland";"WOZ-objecten woningen";"aantal";"5454";"5502";"5608";"5794";"45124";"46139";"47650";"49049";"215890";"219923";"276525";"332461";"368066";"373044";"353343"
"400 000 tot 500 000 euro";"Nederland";"Recreatiewoningen en overige woningen";"aantal";"100";"73";"86";"83";"198";"205";"208";"226";"910";"940";"1393";"1730";"1957";"2130";"2053"
"400 000 tot 500 000 euro";"Nederland";"Niet-woningen; gedeeltelijk bewoond";"aantal";"2316";"2470";"2607";"2593";"7327";"7505";"7694";"7884";"13588";"13402";"14458";"14268";"14678";"14730";"14550"
"400 000 tot 500 000 euro";"Nederland";"Niet-woningen; niet bewoond";"aantal";"15389";"15744";"16130";"16582";"22797";"23619";"24195";"24515";"28348";"28673";"30270";"31709";"32824";"32042";"32481"
"400 000 tot 500 000 euro";"Groningen (PV)";"Totaal WOZ-objecten";"aantal";"518";"535";"550";"557";"1053";"1090";"1162";"1203";"3111";"3154";"4288";"5536";"6231";"6352";"6099"
"400 000 tot 500 000 euro";"Groningen (PV)";"WOZ-objecten woningen";"aantal";"21";"20";"22";"26";"253";"258";"273";"279";"1880";"1907";"2880";"4038";"4663";"4777";"4521"
"400 000 tot 500 000 euro";"Groningen (PV)";"Recreatiewoningen en overige woningen";"aantal";"4";"4";"4";"5";"7";"5";"7";"8";"36";"36";"26";"49";"50";"50";"41"
"400 000 tot 500 000 euro";"Groningen (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"24";"24";"25";"29";"158";"170";"190";"203";"327";"342";"488";"552";"570";"566";"581"
"400 000 tot 500 000 euro";"Groningen (PV)";"Niet-woningen; niet bewoond";"aantal";"469";"487";"499";"497";"635";"657";"692";"713";"868";"869";"894";"897";"948";"959";"956"
"400 000 tot 500 000 euro";"Friesland (PV)";"Totaal WOZ-objecten";"aantal";"536";"547";"571";"597";"1269";"1337";"1436";"1494";"5457";"5611";"8183";"10248";"11679";"11918";"11296"
"400 000 tot 500 000 euro";"Friesland (PV)";"WOZ-objecten woningen";"aantal";"10";"10";"8";"10";"171";"188";"214";"232";"3501";"3621";"5617";"7487";"8755";"8954";"8230"
"400 000 tot 500 000 euro";"Friesland (PV)";"Recreatiewoningen en overige woningen";"aantal";"1";"1";"1";"2";"9";"11";"11";"10";"282";"292";"523";"563";"580";"589";"602"
"400 000 tot 500 000 euro";"Friesland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"36";"32";"45";"50";"294";"329";"363";"376";"647";"633";"880";"899";"973";"998";"1080"
"400 000 tot 500 000 euro";"Friesland (PV)";"Niet-woningen; niet bewoond";"aantal";"489";"504";"517";"535";"795";"809";"848";"876";"1027";"1065";"1163";"1299";"1371";"1377";"1384"
"400 000 tot 500 000 euro";"Drenthe (PV)";"Totaal WOZ-objecten";"aantal";"415";"429";"442";"481";"1031";"1092";"1165";"1216";"4869";"4961";"7661";"9988";"11224";"11445";"10724"
"400 000 tot 500 000 euro";"Drenthe (PV)";"WOZ-objecten woningen";"aantal";"4";"7";"11";"16";"212";"239";"266";"288";"3600";"3703";"6114";"8277";"9413";"9621";"8883"
"400 000 tot 500 000 euro";"Drenthe (PV)";"Recreatiewoningen en overige woningen";"aantal";"1";"1";"1";"1";"3";"3";"3";"3";"13";"12";"7";"6";"10";"14";"11"
"400 000 tot 500 000 euro";"Drenthe (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"34";"41";"44";"56";"280";"282";"297";"308";"502";"462";"725";"804";"875";"882";"848"
"400 000 tot 500 000 euro";"Drenthe (PV)";"Niet-woningen; niet bewoond";"aantal";"376";"380";"386";"408";"536";"568";"599";"617";"754";"784";"815";"901";"926";"928";"982"
"400 000 tot 500 000 euro";"Overijssel (PV)";"Totaal WOZ-objecten";"aantal";"1157";"1222";"1263";"1361";"3334";"3450";"3563";"3723";"14594";"14956";"19429";"23443";"25622";"26394";"24869"
"400 000 tot 500 000 euro";"Overijssel (PV)";"WOZ-objecten woningen";"aantal";"62";"65";"72";"82";"1222";"1276";"1323";"1415";"11488";"11817";"15885";"19564";"21563";"22235";"20684"
"400 000 tot 500 000 euro";"Overijssel (PV)";"Recreatiewoningen en overige woningen";"aantal";"6";"5";"5";"4";"2";"2";"4";"4";"16";"20";"21";"40";"53";"52";"45"
"400 000 tot 500 000 euro";"Overijssel (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"111";"116";"124";"145";"650";"665";"707";"746";"1286";"1287";"1556";"1781";"1877";"1910";"1896"
"400 000 tot 500 000 euro";"Overijssel (PV)";"Niet-woningen; niet bewoond";"aantal";"978";"1036";"1062";"1130";"1460";"1507";"1529";"1558";"1804";"1832";"1967";"2058";"2129";"2197";"2244"
"400 000 tot 500 000 euro";"Flevoland (PV)";"Totaal WOZ-objecten";"aantal";"343";"350";"387";"411";"823";"879";"935";"1012";"4219";"4317";"5150";"5667";"6112";"5977";"5957"
"400 000 tot 500 000 euro";"Flevoland (PV)";"WOZ-objecten woningen";"aantal";"5";"5";"6";"7";"185";"205";"227";"258";"3140";"3217";"3862";"4437";"4834";"4748";"4716"
"400 000 tot 500 000 euro";"Flevoland (PV)";"Recreatiewoningen en overige woningen";"aantal";"-";"-";"-";"-";"-";"1";"1";"15";"5";"11";"18";"12";"16";"33";"37"
"400 000 tot 500 000 euro";"Flevoland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"109";"113";"129";"138";"262";"270";"270";"275";"522";"536";"623";"556";"587";"556";"559"
"400 000 tot 500 000 euro";"Flevoland (PV)";"Niet-woningen; niet bewoond";"aantal";"229";"232";"252";"266";"376";"403";"437";"464";"552";"553";"647";"662";"675";"640";"645"
"400 000 tot 500 000 euro";"Gelderland (PV)";"Totaal WOZ-objecten";"aantal";"2254";"2318";"2386";"2506";"9916";"10146";"10477";"10739";"42221";"42758";"51697";"59421";"63120";"63956";"60684"
"400 000 tot 500 000 euro";"Gelderland (PV)";"WOZ-objecten woningen";"aantal";"248";"253";"264";"295";"6016";"6131";"6336";"6552";"36527";"37057";"45760";"53401";"56701";"57453";"54233"
"400 000 tot 500 000 euro";"Gelderland (PV)";"Recreatiewoningen en overige woningen";"aantal";"18";"4";"10";"9";"10";"10";"8";"8";"48";"50";"37";"71";"140";"149";"128"
"400 000 tot 500 000 euro";"Gelderland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"265";"279";"307";"321";"1185";"1213";"1235";"1277";"2234";"2211";"2296";"2189";"2338";"2472";"2375"
"400 000 tot 500 000 euro";"Gelderland (PV)";"Niet-woningen; niet bewoond";"aantal";"1723";"1782";"1805";"1881";"2705";"2792";"2898";"2902";"3412";"3440";"3604";"3760";"3941";"3882";"3948"
"400 000 tot 500 000 euro";"Utrecht (PV)";"Totaal WOZ-objecten";"aantal";"2349";"2376";"2426";"2473";"9413";"9552";"9749";"9903";"24002";"24242";"28291";"33793";"36716";"37308";"36691"
"400 000 tot 500 000 euro";"Utrecht (PV)";"WOZ-objecten woningen";"aantal";"852";"869";"878";"896";"6966";"6989";"7175";"7297";"20795";"21057";"25115";"30548";"33432";"34188";"33533"
"400 000 tot 500 000 euro";"Utrecht (PV)";"Recreatiewoningen en overige woningen";"aantal";"9";"10";"12";"12";"23";"22";"22";"21";"70";"72";"88";"82";"97";"87";"101"
"400 000 tot 500 000 euro";"Utrecht (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"145";"171";"181";"196";"598";"618";"612";"629";"915";"881";"760";"730";"650";"684";"613"
"400 000 tot 500 000 euro";"Utrecht (PV)";"Niet-woningen; niet bewoond";"aantal";"1343";"1326";"1355";"1369";"1826";"1923";"1940";"1956";"2222";"2232";"2328";"2433";"2537";"2349";"2444"
"400 000 tot 500 000 euro";"Noord-Holland (PV)";"Totaal WOZ-objecten";"aantal";"5082";"5147";"5258";"5367";"17148";"17561";"17894";"18153";"44899";"45517";"51350";"62048";"72265";"73696";"68907"
"400 000 tot 500 000 euro";"Noord-Holland (PV)";"WOZ-objecten woningen";"aantal";"2062";"2075";"2131";"2161";"12086";"12375";"12657";"12866";"38763";"39348";"44998";"55285";"65420";"66974";"62351"
"400 000 tot 500 000 euro";"Noord-Holland (PV)";"Recreatiewoningen en overige woningen";"aantal";"9";"6";"5";"4";"30";"34";"37";"46";"71";"76";"92";"126";"160";"157";"162"
"400 000 tot 500 000 euro";"Noord-Holland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"157";"187";"198";"208";"603";"613";"617";"631";"987";"998";"1017";"1047";"1072";"1093";"1036"
"400 000 tot 500 000 euro";"Noord-Holland (PV)";"Niet-woningen; niet bewoond";"aantal";"2854";"2879";"2924";"2994";"4429";"4539";"4583";"4610";"5078";"5095";"5243";"5590";"5613";"5472";"5358"
"400 000 tot 500 000 euro";"Zuid-Holland (PV)";"Totaal WOZ-objecten";"aantal";"5313";"5434";"5532";"5465";"14096";"14532";"15003";"15403";"44990";"45908";"55837";"63922";"69949";"69960";"68541"
"400 000 tot 500 000 euro";"Zuid-Holland (PV)";"WOZ-objecten woningen";"aantal";"1590";"1595";"1620";"1674";"8841";"9044";"9430";"9812";"38054";"38990";"48489";"56276";"62109";"62297";"60983"
"400 000 tot 500 000 euro";"Zuid-Holland (PV)";"Recreatiewoningen en overige woningen";"aantal";"27";"19";"22";"21";"61";"63";"60";"57";"198";"195";"294";"362";"316";"381";"292"
"400 000 tot 500 000 euro";"Zuid-Holland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"331";"398";"384";"234";"540";"543";"576";"580";"1151";"1105";"1080";"1096";"995";"1103";"975"
"400 000 tot 500 000 euro";"Zuid-Holland (PV)";"Niet-woningen; niet bewoond";"aantal";"3365";"3422";"3506";"3536";"4654";"4882";"4937";"4954";"5587";"5618";"5974";"6188";"6529";"6179";"6291"
"400 000 tot 500 000 euro";"Zeeland (PV)";"Totaal WOZ-objecten";"aantal";"457";"452";"464";"482";"926";"955";"975";"1018";"3424";"3514";"5796";"7451";"8086";"8311";"8010"
"400 000 tot 500 000 euro";"Zeeland (PV)";"WOZ-objecten woningen";"aantal";"56";"49";"41";"43";"276";"289";"298";"326";"2364";"2445";"4481";"6027";"6498";"6680";"6363"
"400 000 tot 500 000 euro";"Zeeland (PV)";"Recreatiewoningen en overige woningen";"aantal";"11";"11";"13";"13";"29";"31";"29";"29";"72";"74";"142";"228";"347";"418";"436"
"400 000 tot 500 000 euro";"Zeeland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"45";"45";"53";"57";"117";"128";"131";"135";"369";"371";"447";"411";"417";"429";"396"
"400 000 tot 500 000 euro";"Zeeland (PV)";"Niet-woningen; niet bewoond";"aantal";"345";"347";"357";"369";"504";"507";"517";"528";"619";"624";"726";"785";"824";"784";"815"
"400 000 tot 500 000 euro";"Noord-Brabant (PV)";"Totaal WOZ-objecten";"aantal";"3502";"3620";"3744";"3908";"13353";"13651";"14085";"14457";"55524";"56313";"68321";"78569";"84348";"84665";"80770"
"400 000 tot 500 000 euro";"Noord-Brabant (PV)";"WOZ-objecten woningen";"aantal";"495";"509";"503";"530";"7845";"8044";"8305";"8549";"47022";"47770";"59638";"69869";"75632";"76139";"72111"
"400 000 tot 500 000 euro";"Noord-Brabant (PV)";"Recreatiewoningen en overige woningen";"aantal";"9";"9";"9";"10";"13";"12";"12";"14";"86";"88";"124";"169";"166";"177";"176"
"400 000 tot 500 000 euro";"Noord-Brabant (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"764";"779";"813";"851";"2026";"2045";"2070";"2118";"3765";"3714";"3613";"3413";"3307";"3159";"3198"
"400 000 tot 500 000 euro";"Noord-Brabant (PV)";"Niet-woningen; niet bewoond";"aantal";"2234";"2323";"2419";"2517";"3469";"3550";"3698";"3776";"4651";"4741";"4946";"5118";"5243";"5190";"5285"
"400 000 tot 500 000 euro";"Limburg (PV)";"Totaal WOZ-objecten";"aantal";"1333";"1359";"1408";"1444";"3084";"3223";"3303";"3353";"11426";"11687";"16643";"20082";"22173";"21964";"19879"
"400 000 tot 500 000 euro";"Limburg (PV)";"WOZ-objecten woningen";"aantal";"49";"45";"52";"54";"1051";"1101";"1146";"1175";"8756";"8991";"13686";"17252";"19046";"18978";"16735"
"400 000 tot 500 000 euro";"Limburg (PV)";"Recreatiewoningen en overige woningen";"aantal";"5";"3";"4";"2";"11";"11";"14";"11";"13";"14";"21";"22";"22";"23";"22"
"400 000 tot 500 000 euro";"Limburg (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"295";"285";"304";"308";"614";"629";"626";"606";"883";"862";"973";"790";"1017";"878";"993"
"400 000 tot 500 000 euro";"Limburg (PV)";"Niet-woningen; niet bewoond";"aantal";"984";"1026";"1048";"1080";"1408";"1482";"1517";"1561";"1774";"1820";"1963";"2018";"2088";"2085";"2129"
"400 000 tot 500 000 euro";"Leeuwarden (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"145";"226";"226";"235";"241";"747";"767";"1179";"1473";"1723";"1817";"1736"
"400 000 tot 500 000 euro";"Leeuwarden (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"2";"14";"16";"18";"20";"458";"489";"813";"1053";"1252";"1356";"1256"
"400 000 tot 500 000 euro";"Leeuwarden (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"1";"-";"-";"-";"-";"-";"-";"-";"1";"2";"2";"1"
"400 000 tot 500 000 euro";"Leeuwarden (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"10";"45";"46";"44";"45";"63";"53";"114";"140";"159";"163";"172"
"400 000 tot 500 000 euro";"Leeuwarden (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"132";"167";"164";"173";"176";"226";"225";"252";"279";"310";"296";"307"
"400 000 tot 500 000 euro";"Maastricht (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"274";"666";"679";"696";"704";"2214";"2233";"3064";"3970";"4301";"4253";"3909"
"400 000 tot 500 000 euro";"Maastricht (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"13";"303";"316";"334";"336";"1820";"1841";"2595";"3480";"3763";"3737";"3417"
"400 000 tot 500 000 euro";"Maastricht (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"1";"1";"1";"3";"2";"2";"2";"3";"3";"1";"-";"1"
"400 000 tot 500 000 euro";"Maastricht (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"81";"100";"101";"102";"85";"110";"97";"110";"119";"144";"138";"135"
"400 000 tot 500 000 euro";"Maastricht (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"179";"262";"261";"257";"281";"282";"293";"356";"368";"393";"378";"356"
"400 000 tot 500 000 euro";"Leeuwarden (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"111";"127";"126";"132";"137";"461";"482";"672";"777";"847";"931";"903"
"400 000 tot 500 000 euro";"Leeuwarden (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"-";"10";"10";"11";"13";"268";"293";"460";"535";"576";"682";"649"
"400 000 tot 500 000 euro";"Leeuwarden (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"400 000 tot 500 000 euro";"Leeuwarden (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"1";"3";"3";"2";"4";"27";"23";"32";"40";"41";"36";"31"
"400 000 tot 500 000 euro";"Leeuwarden (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"109";"114";"113";"119";"120";"166";"166";"180";"202";"230";"213";"223"
"400 000 tot 500 000 euro";"Maastricht (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"205";"477";"487";"500";"506";"1243";"1242";"1488";"2014";"2154";"2173";"2100"
"400 000 tot 500 000 euro";"Maastricht (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"8";"222";"233";"248";"251";"966";"962";"1163";"1683";"1799";"1837";"1770"
"400 000 tot 500 000 euro";"Maastricht (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"1";"-";"-";"2";"1";"2";"2";"2";"2";"1";"-";"1"
"400 000 tot 500 000 euro";"Maastricht (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"66";"60";"59";"59";"39";"51";"52";"55";"60";"71";"57";"56"
"400 000 tot 500 000 euro";"Maastricht (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"130";"195";"195";"191";"215";"224";"226";"268";"269";"283";"279";"273"
"500 000 tot 1 000 000 euro";"Nederland";"Totaal WOZ-objecten";"aantal";"37728";"38936";"40102";"41101";"86426";"89016";"91479";"93538";"244638";"248369";"308241";"379095";"429916";"439679";"417339"
"500 000 tot 1 000 000 euro";"Nederland";"WOZ-objecten woningen";"aantal";"2987";"2999";"3071";"3158";"30850";"31368";"32268";"33208";"167146";"169908";"222744";"288527";"334440";"344443";"321528"
"500 000 tot 1 000 000 euro";"Nederland";"Recreatiewoningen en overige woningen";"aantal";"192";"127";"129";"120";"208";"193";"191";"227";"630";"649";"952";"1398";"1618";"1678";"1576"
"500 000 tot 1 000 000 euro";"Nederland";"Niet-woningen; gedeeltelijk bewoond";"aantal";"1951";"2278";"2442";"2288";"6024";"6187";"6462";"6697";"12995";"13101";"15796";"16870";"19158";"20825";"21236"
"500 000 tot 1 000 000 euro";"Nederland";"Niet-woningen; niet bewoond";"aantal";"32598";"33532";"34460";"35535";"49344";"51268";"52558";"53406";"63867";"64711";"68749";"72300";"74700";"72733";"72999"
"500 000 tot 1 000 000 euro";"Groningen (PV)";"Totaal WOZ-objecten";"aantal";"875";"906";"951";"981";"1522";"1611";"1704";"1744";"3147";"3234";"4160";"5254";"5893";"6034";"5908"
"500 000 tot 1 000 000 euro";"Groningen (PV)";"WOZ-objecten woningen";"aantal";"10";"9";"10";"14";"105";"109";"111";"118";"1234";"1256";"1883";"2681";"3073";"3196";"3040"
"500 000 tot 1 000 000 euro";"Groningen (PV)";"Recreatiewoningen en overige woningen";"aantal";"2";"2";"2";"2";"9";"8";"10";"8";"12";"14";"7";"15";"25";"21";"19"
"500 000 tot 1 000 000 euro";"Groningen (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"18";"22";"28";"35";"139";"154";"167";"171";"263";"269";"448";"600";"709";"775";"800"
"500 000 tot 1 000 000 euro";"Groningen (PV)";"Niet-woningen; niet bewoond";"aantal";"845";"873";"911";"930";"1269";"1340";"1416";"1447";"1638";"1695";"1822";"1958";"2086";"2042";"2049"
"500 000 tot 1 000 000 euro";"Friesland (PV)";"Totaal WOZ-objecten";"aantal";"944";"970";"1007";"1050";"1741";"1797";"1882";"1970";"3787";"3851";"5606";"6938";"8014";"8625";"8526"
"500 000 tot 1 000 000 euro";"Friesland (PV)";"WOZ-objecten woningen";"aantal";"10";"8";"11";"13";"54";"57";"61";"71";"1118";"1172";"2293";"3259";"4002";"4302";"4064"
"500 000 tot 1 000 000 euro";"Friesland (PV)";"Recreatiewoningen en overige woningen";"aantal";"5";"2";"2";"3";"5";"5";"5";"5";"81";"82";"235";"372";"467";"487";"489"
"500 000 tot 1 000 000 euro";"Friesland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"21";"22";"29";"36";"211";"230";"250";"282";"470";"462";"712";"801";"920";"1086";"1221"
"500 000 tot 1 000 000 euro";"Friesland (PV)";"Niet-woningen; niet bewoond";"aantal";"908";"938";"965";"998";"1471";"1505";"1566";"1612";"2118";"2135";"2366";"2506";"2625";"2750";"2752"
"500 000 tot 1 000 000 euro";"Drenthe (PV)";"Totaal WOZ-objecten";"aantal";"808";"826";"845";"876";"1479";"1523";"1613";"1677";"3250";"3293";"4462";"5988";"7339";"7725";"7484"
"500 000 tot 1 000 000 euro";"Drenthe (PV)";"WOZ-objecten woningen";"aantal";"9";"9";"12";"9";"77";"82";"101";"112";"1243";"1281";"2133";"3372";"4385";"4654";"4335"
"500 000 tot 1 000 000 euro";"Drenthe (PV)";"Recreatiewoningen en overige woningen";"aantal";"1";"2";"1";"1";"1";"2";"2";"2";"3";"2";"8";"10";"7";"10";"19"
"500 000 tot 1 000 000 euro";"Drenthe (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"23";"28";"30";"32";"199";"209";"235";"260";"412";"398";"624";"764";"965";"1082";"1131"
"500 000 tot 1 000 000 euro";"Drenthe (PV)";"Niet-woningen; niet bewoond";"aantal";"775";"787";"802";"834";"1202";"1230";"1275";"1303";"1592";"1612";"1697";"1842";"1982";"1979";"1999"
"500 000 tot 1 000 000 euro";"Overijssel (PV)";"Totaal WOZ-objecten";"aantal";"2083";"2144";"2247";"2336";"4039";"4187";"4435";"4650";"10242";"10515";"13729";"17251";"19954";"21571";"20817"
"500 000 tot 1 000 000 euro";"Overijssel (PV)";"WOZ-objecten woningen";"aantal";"38";"29";"33";"32";"431";"447";"488";"523";"4987";"5173";"7818";"10671";"12821";"13914";"12849"
"500 000 tot 1 000 000 euro";"Overijssel (PV)";"Recreatiewoningen en overige woningen";"aantal";"10";"11";"11";"9";"9";"9";"8";"9";"8";"12";"11";"16";"28";"16";"16"
"500 000 tot 1 000 000 euro";"Overijssel (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"68";"70";"85";"98";"421";"447";"499";"539";"902";"936";"1194";"1596";"1966";"2398";"2659"
"500 000 tot 1 000 000 euro";"Overijssel (PV)";"Niet-woningen; niet bewoond";"aantal";"1967";"2034";"2118";"2197";"3178";"3284";"3440";"3579";"4345";"4394";"4706";"4968";"5139";"5243";"5293"
"500 000 tot 1 000 000 euro";"Flevoland (PV)";"Totaal WOZ-objecten";"aantal";"645";"655";"714";"760";"1141";"1226";"1323";"1425";"3221";"3307";"3931";"4460";"5021";"4961";"4619"
"500 000 tot 1 000 000 euro";"Flevoland (PV)";"WOZ-objecten woningen";"aantal";"5";"3";"5";"4";"38";"44";"50";"64";"1302";"1338";"1734";"2244";"2680";"2680";"2359"
"500 000 tot 1 000 000 euro";"Flevoland (PV)";"Recreatiewoningen en overige woningen";"aantal";"-";"-";"1";"1";"1";"1";"1";"21";"9";"13";"9";"12";"19";"3";"6"
"500 000 tot 1 000 000 euro";"Flevoland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"72";"75";"92";"91";"227";"243";"274";"272";"521";"527";"617";"548";"625";"628";"683"
"500 000 tot 1 000 000 euro";"Flevoland (PV)";"Niet-woningen; niet bewoond";"aantal";"568";"577";"616";"664";"875";"938";"998";"1068";"1389";"1429";"1571";"1656";"1697";"1650";"1571"
"500 000 tot 1 000 000 euro";"Gelderland (PV)";"Totaal WOZ-objecten";"aantal";"3944";"4133";"4229";"4390";"9234";"9534";"9849";"10111";"31694";"32245";"41522";"51876";"58261";"60059";"55853"
"500 000 tot 1 000 000 euro";"Gelderland (PV)";"WOZ-objecten woningen";"aantal";"96";"100";"98";"108";"2618";"2659";"2760";"2868";"22169";"22568";"31018";"40744";"46445";"47815";"43771"
"500 000 tot 1 000 000 euro";"Gelderland (PV)";"Recreatiewoningen en overige woningen";"aantal";"27";"11";"18";"17";"12";"11";"8";"8";"24";"26";"23";"38";"43";"41";"40"
"500 000 tot 1 000 000 euro";"Gelderland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"179";"219";"238";"257";"896";"936";"982";"1052";"1864";"1903";"2306";"2548";"3004";"3436";"3359"
"500 000 tot 1 000 000 euro";"Gelderland (PV)";"Niet-woningen; niet bewoond";"aantal";"3642";"3803";"3875";"4008";"5708";"5928";"6099";"6183";"7637";"7748";"8175";"8546";"8769";"8767";"8683"
"500 000 tot 1 000 000 euro";"Utrecht (PV)";"Totaal WOZ-objecten";"aantal";"3300";"3377";"3419";"3546";"10064";"10094";"10311";"10549";"28846";"29084";"34156";"41516";"46894";"48946";"46936"
"500 000 tot 1 000 000 euro";"Utrecht (PV)";"WOZ-objecten woningen";"aantal";"349";"344";"352";"356";"5311";"5183";"5307";"5475";"22156";"22315";"27322";"34423";"39751";"41952";"39814"
"500 000 tot 1 000 000 euro";"Utrecht (PV)";"Recreatiewoningen en overige woningen";"aantal";"23";"23";"18";"18";"36";"26";"26";"30";"58";"63";"83";"129";"146";"144";"137"
"500 000 tot 1 000 000 euro";"Utrecht (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"91";"139";"134";"158";"487";"479";"474";"495";"1334";"1336";"1237";"1200";"1040";"1279";"1080"
"500 000 tot 1 000 000 euro";"Utrecht (PV)";"Niet-woningen; niet bewoond";"aantal";"2837";"2871";"2915";"3014";"4230";"4406";"4504";"4549";"5298";"5370";"5514";"5764";"5957";"5571";"5905"
