"Waardeklasse WOZ-objecten";"Perioden";"Regio's";"Totaal WOZ-objecten (aantal)";"WOZ-objecten woningen (aantal)";"Recreatiewoningen en overige woningen (aantal)";"Niet-woningen; gedeeltelijk bewoond (aantal)";"Niet-woningen; niet bewoond (aantal)"
"100 000 tot 150 000 euro";"2002";"Nederland";" 2392801";" 2274796";"   20664";"   24598";"   72743"
"100 000 tot 150 000 euro";"2003";"Nederland";" 2410813";" 2292103";"   21360";"   23498";"   73852"
"100 000 tot 150 000 euro";"2004";"Nederland";" 2426672";" 2306783";"   22165";"   22498";"   75226"
"100 000 tot 150 000 euro";"2005";"Nederland";" 1890123";" 1775326";"   30053";"    9976";"   74768"
"100 000 tot 150 000 euro";"2006";"Nederland";" 1895864";" 1780819";"   30737";"    9483";"   74825"
"100 000 tot 150 000 euro";"2007";"Nederland";" 1708380";" 1596635";"   30926";"    5816";"   75003"
"100 000 tot 150 000 euro";"2008";"Nederland";" 1484074";" 1374886";"   29359";"    4375";"   75454"
"100 000 tot 150 000 euro";"2009";"Nederland";" 1383434";" 1275903";"   27694";"    3694";"   76143"
"100 000 tot 150 000 euro";"2010*";"Nederland";" 1361930";" 1257238";"   27473";"    2906";"   74313"
"100 000 tot 150 000 euro";"2011*";"Nederland";" 1451388";" 1344206";"   27283";"    2797";"   77102"
"100 000 tot 150 000 euro";"1997";"Groningen (PV)";"   18895";"   14911";"     273";"    1510";"    2201"
"100 000 tot 150 000 euro";"1998";"Groningen (PV)";"   19821";"   15723";"     279";"    1591";"    2228"
"100 000 tot 150 000 euro";"1999";"Groningen (PV)";"   21001";"   16797";"     301";"    1608";"    2295"
"100 000 tot 150 000 euro";"2000";"Groningen (PV)";"   22078";"   17833";"     306";"    1597";"    2342"
"100 000 tot 150 000 euro";"2001";"Groningen (PV)";"   49156";"   43913";"     552";"    2363";"    2328"
"100 000 tot 150 000 euro";"2002";"Groningen (PV)";"   49983";"   44789";"     536";"    2289";"    2369"
"100 000 tot 150 000 euro";"2003";"Groningen (PV)";"   51038";"   45899";"     540";"    2183";"    2416"
"100 000 tot 150 000 euro";"2004";"Groningen (PV)";"   51686";"   46615";"     543";"    2096";"    2432"
"100 000 tot 150 000 euro";"2005";"Groningen (PV)";"   85967";"   80574";"    1584";"    1296";"    2513"
"100 000 tot 150 000 euro";"2006";"Groningen (PV)";"   86143";"   80642";"    1688";"    1261";"    2552"
"100 000 tot 150 000 euro";"2007";"Groningen (PV)";"  104465";"   99166";"    1911";"     745";"    2643"
"100 000 tot 150 000 euro";"2008";"Groningen (PV)";"  100955";"   96556";"    1038";"     619";"    2742"
"100 000 tot 150 000 euro";"2009";"Groningen (PV)";"   96896";"   92649";"     791";"     527";"    2929"
"100 000 tot 150 000 euro";"2010*";"Groningen (PV)";"   96102";"   92017";"     778";"     422";"    2885"
"100 000 tot 150 000 euro";"2011*";"Groningen (PV)";"   98784";"   94540";"     984";"     403";"    2857"
"100 000 tot 150 000 euro";"1997";"Friesland (PV)";"   25824";"   18898";"    1541";"    2929";"    2456"
"100 000 tot 150 000 euro";"1998";"Friesland (PV)";"   27520";"   20467";"    1701";"    2780";"    2572"
"100 000 tot 150 000 euro";"1999";"Friesland (PV)";"   29009";"   21741";"    1770";"    2920";"    2578"
"100 000 tot 150 000 euro";"2000";"Friesland (PV)";"   30409";"   23040";"    1787";"    2914";"    2668"
"100 000 tot 150 000 euro";"2001";"Friesland (PV)";"   67073";"   59584";"    2071";"    2574";"    2844"
"100 000 tot 150 000 euro";"2002";"Friesland (PV)";"   67598";"   60116";"    2108";"    2505";"    2869"
"100 000 tot 150 000 euro";"2003";"Friesland (PV)";"   68268";"   60660";"    2151";"    2409";"    3048"
"100 000 tot 150 000 euro";"2004";"Friesland (PV)";"   68651";"   60992";"    2228";"    2323";"    3108"
"100 000 tot 150 000 euro";"2005";"Friesland (PV)";"   89623";"   84013";"    1518";"    1188";"    2904"
"100 000 tot 150 000 euro";"2006";"Friesland (PV)";"   90222";"   84575";"    1627";"    1049";"    2971"
"100 000 tot 150 000 euro";"2007";"Friesland (PV)";"   93594";"   88362";"    1585";"     528";"    3119"
"100 000 tot 150 000 euro";"2008";"Friesland (PV)";"   88837";"   83785";"    1494";"     382";"    3176"
"100 000 tot 150 000 euro";"2009";"Friesland (PV)";"   85273";"   80441";"    1268";"     304";"    3260"
"100 000 tot 150 000 euro";"2010*";"Friesland (PV)";"   84809";"   80109";"    1255";"     259";"    3186"
"100 000 tot 150 000 euro";"2011*";"Friesland (PV)";"   88734";"   84054";"    1265";"     250";"    3165"
"100 000 tot 150 000 euro";"1997";"Drenthe (PV)";"   30123";"   26086";"      84";"    2276";"    1677"
"100 000 tot 150 000 euro";"1998";"Drenthe (PV)";"   31467";"   27303";"     120";"    2358";"    1686"
"100 000 tot 150 000 euro";"1999";"Drenthe (PV)";"   32540";"   28326";"     142";"    2338";"    1734"
"100 000 tot 150 000 euro";"2000";"Drenthe (PV)";"   33490";"   29213";"     149";"    2336";"    1792"
"100 000 tot 150 000 euro";"2001";"Drenthe (PV)";"   57054";"   52583";"     703";"    1932";"    1836"
"100 000 tot 150 000 euro";"2002";"Drenthe (PV)";"   57777";"   53225";"     789";"    1874";"    1889"
"100 000 tot 150 000 euro";"2003";"Drenthe (PV)";"   58225";"   53647";"     864";"    1799";"    1915"
"100 000 tot 150 000 euro";"2004";"Drenthe (PV)";"   58792";"   54072";"    1026";"    1734";"    1960"
"100 000 tot 150 000 euro";"2005";"Drenthe (PV)";"   67185";"   62223";"    2270";"     681";"    2011"
"100 000 tot 150 000 euro";"2006";"Drenthe (PV)";"   67235";"   62292";"    2276";"     643";"    2024"
"100 000 tot 150 000 euro";"2007";"Drenthe (PV)";"   66443";"   61528";"    2475";"     392";"    2048"
"100 000 tot 150 000 euro";"2008";"Drenthe (PV)";"   60504";"   55425";"    2664";"     275";"    2140"
"100 000 tot 150 000 euro";"2009";"Drenthe (PV)";"   57205";"   52268";"    2524";"     218";"    2195"
"100 000 tot 150 000 euro";"2010*";"Drenthe (PV)";"   57582";"   52479";"    2619";"     198";"    2286"
"100 000 tot 150 000 euro";"2011*";"Drenthe (PV)";"   58967";"   54120";"    2435";"     198";"    2214"
"100 000 tot 150 000 euro";"1997";"Overijssel (PV)";"   63744";"   53862";"     340";"    5405";"    4137"
"100 000 tot 150 000 euro";"1998";"Overijssel (PV)";"   66335";"   56214";"     331";"    5331";"    4459"
"100 000 tot 150 000 euro";"1999";"Overijssel (PV)";"   68687";"   58557";"     360";"    5222";"    4548"
"100 000 tot 150 000 euro";"2000";"Overijssel (PV)";"   70797";"   60652";"     381";"    5168";"    4596"
"100 000 tot 150 000 euro";"2001";"Overijssel (PV)";"  137196";"  128561";"    1120";"    2895";"    4620"
"100 000 tot 150 000 euro";"2002";"Overijssel (PV)";"  138718";"  130055";"    1139";"    2886";"    4638"
"100 000 tot 150 000 euro";"2003";"Overijssel (PV)";"  141147";"  132313";"    1314";"    2726";"    4794"
"100 000 tot 150 000 euro";"2004";"Overijssel (PV)";"  142545";"  133534";"    1543";"    2584";"    4884"
"100 000 tot 150 000 euro";"2005";"Overijssel (PV)";"  140496";"  131883";"    2324";"    1159";"    5130"
"100 000 tot 150 000 euro";"2006";"Overijssel (PV)";"  140374";"  131652";"    2439";"    1108";"    5175"
"100 000 tot 150 000 euro";"2007";"Overijssel (PV)";"  124305";"  115755";"    2623";"     730";"    5197"
"100 000 tot 150 000 euro";"2008";"Overijssel (PV)";"  110617";"  102349";"    2475";"     572";"    5221"
"100 000 tot 150 000 euro";"2009";"Overijssel (PV)";"  104617";"   96367";"    2505";"     489";"    5256"
"100 000 tot 150 000 euro";"2010*";"Overijssel (PV)";"  104242";"   96079";"    2503";"     359";"    5301"
"100 000 tot 150 000 euro";"2011*";"Overijssel (PV)";"  108990";"  100734";"    2546";"     308";"    5402"
"100 000 tot 150 000 euro";"1997";"Flevoland (PV)";"   13498";"   12014";"       3";"     713";"     768"
"100 000 tot 150 000 euro";"1998";"Flevoland (PV)";"   14506";"   13008";"       3";"     683";"     812"
"100 000 tot 150 000 euro";"1999";"Flevoland (PV)";"   16114";"   14535";"       2";"     695";"     882"
"100 000 tot 150 000 euro";"2000";"Flevoland (PV)";"   17435";"   15840";"       3";"     667";"     925"
"100 000 tot 150 000 euro";"2001";"Flevoland (PV)";"   42348";"   41036";"      24";"     246";"    1042"
"100 000 tot 150 000 euro";"2002";"Flevoland (PV)";"   44815";"   43431";"      56";"     258";"    1070"
"100 000 tot 150 000 euro";"2003";"Flevoland (PV)";"   46073";"   44618";"      11";"     256";"    1188"
"100 000 tot 150 000 euro";"2004";"Flevoland (PV)";"   47876";"   46263";"      36";"     243";"    1334"
"100 000 tot 150 000 euro";"2005";"Flevoland (PV)";"   54379";"   52883";"      54";"     100";"    1342"
"100 000 tot 150 000 euro";"2006";"Flevoland (PV)";"   54775";"   53193";"      93";"      98";"    1391"
"100 000 tot 150 000 euro";"2007";"Flevoland (PV)";"   46751";"   45231";"      66";"      57";"    1397"
"100 000 tot 150 000 euro";"2008";"Flevoland (PV)";"   40632";"   38840";"     189";"      72";"    1531"
"100 000 tot 150 000 euro";"2009";"Flevoland (PV)";"   37275";"   35403";"     225";"      53";"    1594"
"100 000 tot 150 000 euro";"2010*";"Flevoland (PV)";"   37425";"   35797";"      84";"      47";"    1497"
"100 000 tot 150 000 euro";"2011*";"Flevoland (PV)";"   40693";"   39057";"     103";"      40";"    1493"
"100 000 tot 150 000 euro";"1997";"Gelderland (PV)";"  145073";"  128821";"    1103";"    8214";"    6935"
"100 000 tot 150 000 euro";"1998";"Gelderland (PV)";"  148864";"  132634";"     703";"    8313";"    7214"
"100 000 tot 150 000 euro";"1999";"Gelderland (PV)";"  152488";"  136191";"     680";"    8127";"    7490"
"100 000 tot 150 000 euro";"2000";"Gelderland (PV)";"  155953";"  139510";"     915";"    8001";"    7527"
"100 000 tot 150 000 euro";"2001";"Gelderland (PV)";"  305837";"  292876";"    2068";"    3345";"    7548"
"100 000 tot 150 000 euro";"2002";"Gelderland (PV)";"  308498";"  295276";"    2226";"    3206";"    7790"
"100 000 tot 150 000 euro";"2003";"Gelderland (PV)";"  309804";"  296511";"    2290";"    3063";"    7940"
"100 000 tot 150 000 euro";"2004";"Gelderland (PV)";"  311391";"  298013";"    2349";"    2962";"    8067"
"100 000 tot 150 000 euro";"2005";"Gelderland (PV)";"  177517";"  164832";"    3581";"    1190";"    7914"
"100 000 tot 150 000 euro";"2006";"Gelderland (PV)";"  178941";"  166099";"    3680";"    1153";"    8009"
"100 000 tot 150 000 euro";"2007";"Gelderland (PV)";"  143158";"  130221";"    4055";"     879";"    8003"
"100 000 tot 150 000 euro";"2008";"Gelderland (PV)";"  116302";"  103409";"    4168";"     658";"    8067"
"100 000 tot 150 000 euro";"2009";"Gelderland (PV)";"  108284";"   95149";"    4329";"     576";"    8230"
"100 000 tot 150 000 euro";"2010*";"Gelderland (PV)";"  106412";"   93621";"    4259";"     387";"    8145"
"100 000 tot 150 000 euro";"2011*";"Gelderland (PV)";"  122557";"  109660";"    4255";"     350";"    8292"
"100 000 tot 150 000 euro";"1997";"Utrecht (PV)";"   95055";"   88508";"     446";"    1750";"    4351"
"100 000 tot 150 000 euro";"1998";"Utrecht (PV)";"   97855";"   91336";"     447";"    1763";"    4309"
"100 000 tot 150 000 euro";"1999";"Utrecht (PV)";"  100442";"   93914";"     473";"    1619";"    4436"
"100 000 tot 150 000 euro";"2000";"Utrecht (PV)";"  102605";"   95872";"     482";"    1658";"    4593"
"100 000 tot 150 000 euro";"2001";"Utrecht (PV)";"  191700";"  185827";"     587";"     550";"    4736"
"100 000 tot 150 000 euro";"2002";"Utrecht (PV)";"  198279";"  192277";"     545";"     556";"    4901"
"100 000 tot 150 000 euro";"2003";"Utrecht (PV)";"  199721";"  193621";"     560";"     541";"    4999"
"100 000 tot 150 000 euro";"2004";"Utrecht (PV)";"  201025";"  194866";"     558";"     532";"    5069"
"100 000 tot 150 000 euro";"2005";"Utrecht (PV)";"  107643";"  102027";"     446";"     181";"    4989"
"100 000 tot 150 000 euro";"2006";"Utrecht (PV)";"  107930";"  102288";"     457";"     174";"    5011"
"100 000 tot 150 000 euro";"2007";"Utrecht (PV)";"   80933";"   75442";"     490";"     125";"    4876"
"100 000 tot 150 000 euro";"2008";"Utrecht (PV)";"   62603";"   57379";"     431";"      85";"    4708"
"100 000 tot 150 000 euro";"2009";"Utrecht (PV)";"   50405";"   44989";"     467";"      68";"    4881"
"100 000 tot 150 000 euro";"2010*";"Utrecht (PV)";"   46220";"   40988";"     454";"      61";"    4717"
"100 000 tot 150 000 euro";"2011*";"Utrecht (PV)";"   53759";"   48113";"     470";"      63";"    5113"
"100 000 tot 150 000 euro";"1997";"Noord-Holland (PV)";"  169920";"  153525";"    1235";"    4145";"   11015"
"100 000 tot 150 000 euro";"1998";"Noord-Holland (PV)";"  173676";"  156958";"    1164";"    4352";"   11202"
"100 000 tot 150 000 euro";"1999";"Noord-Holland (PV)";"  180712";"  163603";"    1237";"    4396";"   11476"
"100 000 tot 150 000 euro";"2000";"Noord-Holland (PV)";"  184403";"  167250";"    1286";"    4243";"   11624"
"100 000 tot 150 000 euro";"2001";"Noord-Holland (PV)";"  424439";"  405111";"    2822";"    2081";"   14425"
"100 000 tot 150 000 euro";"2002";"Noord-Holland (PV)";"  428707";"  408732";"    2868";"    2036";"   15071"
"100 000 tot 150 000 euro";"2003";"Noord-Holland (PV)";"  431400";"  411560";"    2994";"    1962";"   14884"
"100 000 tot 150 000 euro";"2004";"Noord-Holland (PV)";"  434218";"  414182";"    3084";"    1840";"   15112"
"100 000 tot 150 000 euro";"2005";"Noord-Holland (PV)";"  301336";"  281963";"    3892";"     855";"   14626"
"100 000 tot 150 000 euro";"2006";"Noord-Holland (PV)";"  300685";"  281405";"    3841";"     834";"   14605"
"100 000 tot 150 000 euro";"2007";"Noord-Holland (PV)";"  273561";"  254185";"    4053";"     516";"   14807"
"100 000 tot 150 000 euro";"2008";"Noord-Holland (PV)";"  211103";"  191916";"    4005";"     394";"   14788"
"100 000 tot 150 000 euro";"2009";"Noord-Holland (PV)";"  175165";"  156470";"    4075";"     311";"   14309"
"100 000 tot 150 000 euro";"2010*";"Noord-Holland (PV)";"  170953";"  152785";"    3714";"     198";"   14256"
"100 000 tot 150 000 euro";"2011*";"Noord-Holland (PV)";"  180176";"  161324";"    3879";"     202";"   14771"
"100 000 tot 150 000 euro";"1997";"Zuid-Holland (PV)";"  211820";"  193710";"    1648";"    3411";"   13051"
"100 000 tot 150 000 euro";"1998";"Zuid-Holland (PV)";"  217687";"  199025";"    1727";"    3482";"   13453"
"100 000 tot 150 000 euro";"1999";"Zuid-Holland (PV)";"  225198";"  206336";"    1792";"    3404";"   13666"
"100 000 tot 150 000 euro";"2000";"Zuid-Holland (PV)";"  232376";"  213311";"    1942";"    3267";"   13856"
"100 000 tot 150 000 euro";"2001";"Zuid-Holland (PV)";"  475127";"  455675";"    2541";"    2118";"   14793"
"100 000 tot 150 000 euro";"2002";"Zuid-Holland (PV)";"  476018";"  455986";"    2600";"    2063";"   15369"
"100 000 tot 150 000 euro";"2003";"Zuid-Holland (PV)";"  480333";"  460081";"    2743";"    1999";"   15510"
"100 000 tot 150 000 euro";"2004";"Zuid-Holland (PV)";"  484189";"  463740";"    2766";"    1937";"   15746"
"100 000 tot 150 000 euro";"2005";"Zuid-Holland (PV)";"  442069";"  421608";"    3598";"     863";"   16000"
"100 000 tot 150 000 euro";"2006";"Zuid-Holland (PV)";"  442406";"  421965";"    3631";"     799";"   16011"
"100 000 tot 150 000 euro";"2007";"Zuid-Holland (PV)";"  426463";"  406523";"    3607";"     427";"   15906"
"100 000 tot 150 000 euro";"2008";"Zuid-Holland (PV)";"  395128";"  375169";"    3616";"     384";"   15959"
"100 000 tot 150 000 euro";"2009";"Zuid-Holland (PV)";"  386081";"  366716";"    2924";"     320";"   16121"
"100 000 tot 150 000 euro";"2010*";"Zuid-Holland (PV)";"  376818";"  358084";"    3300";"     278";"   15156"
"100 000 tot 150 000 euro";"2011*";"Zuid-Holland (PV)";"  393770";"  375129";"    2559";"     269";"   15813"
"100 000 tot 150 000 euro";"1997";"Zeeland (PV)";"   22801";"   17811";"    1433";"    1958";"    1599"
"100 000 tot 150 000 euro";"1998";"Zeeland (PV)";"   23497";"   18393";"    1474";"    2001";"    1629"
"100 000 tot 150 000 euro";"1999";"Zeeland (PV)";"   24542";"   19096";"    1893";"    1941";"    1612"
"100 000 tot 150 000 euro";"2000";"Zeeland (PV)";"   25318";"   19765";"    2002";"    1915";"    1636"
"100 000 tot 150 000 euro";"2001";"Zeeland (PV)";"   41984";"   34629";"    3775";"    1827";"    1753"
"100 000 tot 150 000 euro";"2002";"Zeeland (PV)";"   42437";"   35096";"    3793";"    1801";"    1747"
"100 000 tot 150 000 euro";"2003";"Zeeland (PV)";"   42934";"   35662";"    3769";"    1713";"    1790"
"100 000 tot 150 000 euro";"2004";"Zeeland (PV)";"   43196";"   35877";"    3854";"    1641";"    1824"
"100 000 tot 150 000 euro";"2005";"Zeeland (PV)";"   62571";"   56085";"    3926";"     647";"    1913"
"100 000 tot 150 000 euro";"2006";"Zeeland (PV)";"   62679";"   56130";"    3942";"     610";"    1997"
"100 000 tot 150 000 euro";"2007";"Zeeland (PV)";"   56141";"   49947";"    3790";"     310";"    2094"
"100 000 tot 150 000 euro";"2008";"Zeeland (PV)";"   50934";"   44902";"    3699";"     148";"    2185"
"100 000 tot 150 000 euro";"2009";"Zeeland (PV)";"   49573";"   43644";"    3602";"     119";"    2208"
"100 000 tot 150 000 euro";"2010*";"Zeeland (PV)";"   49697";"   43872";"    3479";"      87";"    2259"
"100 000 tot 150 000 euro";"2011*";"Zeeland (PV)";"   51662";"   45700";"    3436";"      91";"    2435"
"100 000 tot 150 000 euro";"1997";"Noord-Brabant (PV)";"  171376";"  153822";"     359";"    8303";"    8892"
"100 000 tot 150 000 euro";"1998";"Noord-Brabant (PV)";"  175774";"  157805";"     321";"    8345";"    9303"
"100 000 tot 150 000 euro";"1999";"Noord-Brabant (PV)";"  180831";"  163018";"     319";"    7984";"    9510"
"100 000 tot 150 000 euro";"2000";"Noord-Brabant (PV)";"  185518";"  167511";"     315";"    7794";"    9898"
"100 000 tot 150 000 euro";"2001";"Noord-Brabant (PV)";"  385677";"  369752";"    2870";"    3097";"    9958"
"100 000 tot 150 000 euro";"2002";"Noord-Brabant (PV)";"  386362";"  370019";"    3110";"    3077";"   10156"
"100 000 tot 150 000 euro";"2003";"Noord-Brabant (PV)";"  387509";"  371064";"    3176";"    2935";"   10334"
"100 000 tot 150 000 euro";"2004";"Noord-Brabant (PV)";"  388588";"  371922";"    3193";"    2835";"   10638"
"100 000 tot 150 000 euro";"2005";"Noord-Brabant (PV)";"  209666";"  192607";"    5615";"    1078";"   10366"
"100 000 tot 150 000 euro";"2006";"Noord-Brabant (PV)";"  211464";"  194613";"    5806";"    1049";"    9996"
"100 000 tot 150 000 euro";"2007";"Noord-Brabant (PV)";"  152383";"  136796";"    5062";"     682";"    9843"
"100 000 tot 150 000 euro";"2008";"Noord-Brabant (PV)";"  117424";"  102815";"    4264";"     509";"    9836"
"100 000 tot 150 000 euro";"2009";"Noord-Brabant (PV)";"  105452";"   91218";"    3761";"     421";"   10052"
"100 000 tot 150 000 euro";"2010*";"Noord-Brabant (PV)";"  104544";"   90582";"    3783";"     399";"    9780"
"100 000 tot 150 000 euro";"2011*";"Noord-Brabant (PV)";"  120502";"  105612";"    4004";"     388";"   10498"
"100 000 tot 150 000 euro";"1997";"Limburg (PV)";"   91058";"   81778";"     113";"    5106";"    4061"
"100 000 tot 150 000 euro";"1998";"Limburg (PV)";"   93100";"   83628";"     111";"    4880";"    4481"
"100 000 tot 150 000 euro";"1999";"Limburg (PV)";"   94983";"   85526";"     138";"    4647";"    4672"
"100 000 tot 150 000 euro";"2000";"Limburg (PV)";"   96847";"   87462";"     143";"    4537";"    4705"
"100 000 tot 150 000 euro";"2001";"Limburg (PV)";"  192570";"  184765";"     928";"    2157";"    4720"
"100 000 tot 150 000 euro";"2002";"Limburg (PV)";"  193609";"  185794";"     894";"    2047";"    4874"
"100 000 tot 150 000 euro";"2003";"Limburg (PV)";"  194361";"  186467";"     948";"    1912";"    5034"
"100 000 tot 150 000 euro";"2004";"Limburg (PV)";"  194515";"  186707";"     985";"    1771";"    5052"
"100 000 tot 150 000 euro";"2005";"Limburg (PV)";"  151671";"  144628";"    1245";"     738";"    5060"
"100 000 tot 150 000 euro";"2006";"Limburg (PV)";"  153010";"  145965";"    1257";"     705";"    5083"
"100 000 tot 150 000 euro";"2007";"Limburg (PV)";"  140183";"  133479";"    1209";"     425";"    5070"
"100 000 tot 150 000 euro";"2008";"Limburg (PV)";"  129035";"  122341";"    1316";"     277";"    5101"
"100 000 tot 150 000 euro";"2009";"Limburg (PV)";"  127208";"  120589";"    1223";"     288";"    5108"
"100 000 tot 150 000 euro";"2010*";"Limburg (PV)";"  127126";"  120825";"    1245";"     211";"    4845"
"100 000 tot 150 000 euro";"2011*";"Limburg (PV)";"  132794";"  126163";"    1347";"     235";"    5049"
"100 000 tot 150 000 euro";"1997";"Leeuwarden (SG)";"";"";"";"";""
"100 000 tot 150 000 euro";"1998";"Leeuwarden (SG)";"";"";"";"";""
"100 000 tot 150 000 euro";"1999";"Leeuwarden (SG)";"";"";"";"";""
"100 000 tot 150 000 euro";"2000";"Leeuwarden (SG)";"    5660";"    4630";"       6";"     448";"     576"
"100 000 tot 150 000 euro";"2001";"Leeuwarden (SG)";"   13168";"   12139";"      50";"     347";"     632"
"100 000 tot 150 000 euro";"2002";"Leeuwarden (SG)";"   13387";"   12352";"      51";"     334";"     650"
"100 000 tot 150 000 euro";"2003";"Leeuwarden (SG)";"   13600";"   12516";"      81";"     318";"     685"
"100 000 tot 150 000 euro";"2004";"Leeuwarden (SG)";"   13722";"   12631";"      81";"     323";"     687"
"100 000 tot 150 000 euro";"2005";"Leeuwarden (SG)";"   21667";"   20567";"     261";"     185";"     654"
"100 000 tot 150 000 euro";"2006";"Leeuwarden (SG)";"   21812";"   20713";"     267";"     169";"     663"
"100 000 tot 150 000 euro";"2007";"Leeuwarden (SG)";"   26064";"   24987";"     250";"      88";"     739"
"100 000 tot 150 000 euro";"2008";"Leeuwarden (SG)";"   26667";"   25668";"     231";"      69";"     699"
"100 000 tot 150 000 euro";"2009";"Leeuwarden (SG)";"   26455";"   25521";"     128";"      55";"     751"
"100 000 tot 150 000 euro";"2010*";"Leeuwarden (SG)";"   25966";"   25094";"     106";"      50";"     716"
"100 000 tot 150 000 euro";"2011*";"Leeuwarden (SG)";"   26925";"   26048";"      95";"      45";"     737"
"100 000 tot 150 000 euro";"1997";"Maastricht (SG)";"";"";"";"";""
"100 000 tot 150 000 euro";"1998";"Maastricht (SG)";"";"";"";"";""
"100 000 tot 150 000 euro";"1999";"Maastricht (SG)";"";"";"";"";""
"100 000 tot 150 000 euro";"2000";"Maastricht (SG)";"   18640";"   17307";"       7";"     571";"     755"
"100 000 tot 150 000 euro";"2001";"Maastricht (SG)";"   30128";"   29096";"      13";"     211";"     808"
"100 000 tot 150 000 euro";"2002";"Maastricht (SG)";"   30179";"   29139";"      13";"     206";"     821"
"100 000 tot 150 000 euro";"2003";"Maastricht (SG)";"   30266";"   29221";"      15";"     200";"     830"
"100 000 tot 150 000 euro";"2004";"Maastricht (SG)";"   30285";"   29233";"      12";"     178";"     862"
"100 000 tot 150 000 euro";"2005";"Maastricht (SG)";"   24181";"   23236";"      19";"     111";"     815"
"100 000 tot 150 000 euro";"2006";"Maastricht (SG)";"   24435";"   23472";"      20";"      94";"     849"
"100 000 tot 150 000 euro";"2007";"Maastricht (SG)";"   22500";"   21600";"      29";"      44";"     827"
"100 000 tot 150 000 euro";"2008";"Maastricht (SG)";"   20388";"   19502";"      22";"      41";"     823"
"100 000 tot 150 000 euro";"2009";"Maastricht (SG)";"   19602";"   18712";"      26";"      32";"     832"
"100 000 tot 150 000 euro";"2010*";"Maastricht (SG)";"   20229";"   19348";"      24";"      36";"     821"
"100 000 tot 150 000 euro";"2011*";"Maastricht (SG)";"   20879";"   19961";"      29";"      36";"     853"
"100 000 tot 150 000 euro";"1997";"Leeuwarden (GA)";"";"";"";"";""
"100 000 tot 150 000 euro";"1998";"Leeuwarden (GA)";"";"";"";"";""
"100 000 tot 150 000 euro";"1999";"Leeuwarden (GA)";"";"";"";"";""
"100 000 tot 150 000 euro";"2000";"Leeuwarden (GA)";"    1989";"    1486";"       2";"     113";"     388"
"100 000 tot 150 000 euro";"2001";"Leeuwarden (GA)";"    5608";"    5079";"      13";"     121";"     395"
"100 000 tot 150 000 euro";"2002";"Leeuwarden (GA)";"    5756";"    5220";"      12";"     113";"     411"
"100 000 tot 150 000 euro";"2003";"Leeuwarden (GA)";"    5849";"    5288";"      42";"      94";"     425"
"100 000 tot 150 000 euro";"2004";"Leeuwarden (GA)";"    5913";"    5353";"      42";"     100";"     418"
"100 000 tot 150 000 euro";"2005";"Leeuwarden (GA)";"   12868";"   12360";"      11";"      63";"     434"
"100 000 tot 150 000 euro";"2006";"Leeuwarden (GA)";"   13011";"   12499";"      11";"      64";"     437"
"100 000 tot 150 000 euro";"2007";"Leeuwarden (GA)";"   17043";"   16484";"      13";"      34";"     512"
"100 000 tot 150 000 euro";"2008";"Leeuwarden (GA)";"   18777";"   18279";"      12";"      21";"     465"
"100 000 tot 150 000 euro";"2009";"Leeuwarden (GA)";"   19108";"   18567";"      12";"      14";"     515"
"100 000 tot 150 000 euro";"2010*";"Leeuwarden (GA)";"   18706";"   18210";"      12";"      14";"     470"
"100 000 tot 150 000 euro";"2011*";"Leeuwarden (GA)";"   19471";"   18958";"       9";"      14";"     490"
"100 000 tot 150 000 euro";"1997";"Maastricht (GA)";"";"";"";"";""
"100 000 tot 150 000 euro";"1998";"Maastricht (GA)";"";"";"";"";""
"100 000 tot 150 000 euro";"1999";"Maastricht (GA)";"";"";"";"";""
"100 000 tot 150 000 euro";"2000";"Maastricht (GA)";"    9402";"    8631";"       5";"     241";"     525"
"100 000 tot 150 000 euro";"2001";"Maastricht (GA)";"   21890";"   21209";"       3";"     101";"     577"
"100 000 tot 150 000 euro";"2002";"Maastricht (GA)";"   21933";"   21253";"       3";"      98";"     579"
"100 000 tot 150 000 euro";"2003";"Maastricht (GA)";"   22061";"   21382";"       5";"      93";"     581"
"100 000 tot 150 000 euro";"2004";"Maastricht (GA)";"   22067";"   21386";"       3";"      70";"     608"
"100 000 tot 150 000 euro";"2005";"Maastricht (GA)";"   20218";"   19609";"       5";"      49";"     555"
"100 000 tot 150 000 euro";"2006";"Maastricht (GA)";"   20393";"   19785";"       5";"      46";"     557"
"100 000 tot 150 000 euro";"2007";"Maastricht (GA)";"   18908";"   18350";"       2";"      21";"     535"
"100 000 tot 150 000 euro";"2008";"Maastricht (GA)";"   17239";"   16693";"       -";"      20";"     526"
"100 000 tot 150 000 euro";"2009";"Maastricht (GA)";"   16546";"   15991";"       4";"      18";"     533"
"100 000 tot 150 000 euro";"2010*";"Maastricht (GA)";"   17063";"   16501";"       3";"      18";"     541"
"100 000 tot 150 000 euro";"2011*";"Maastricht (GA)";"   17506";"   16941";"       5";"      18";"     542"
"150 000 tot 200 000 euro";"1997";"Nederland";"  346366";"  275521";"    2085";"   29821";"   38939"
"150 000 tot 200 000 euro";"1998";"Nederland";"  357658";"  285174";"    1816";"   30217";"   40451"
"150 000 tot 200 000 euro";"1999";"Nederland";"  369926";"  296487";"    2093";"   29968";"   41378"
"150 000 tot 200 000 euro";"2000";"Nederland";"  381408";"  307124";"    2316";"   29608";"   42360"
