"WOZ-objecten naar waardeklasse; 1997 - 2011"
""
"";"";"";"";"Perioden"
"Waardeklasse WOZ-objecten";"Regio's";"Onderwerp";"";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010*";"2011*"
"250 000 tot 300 000 euro";"Maastricht (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"606";"3252";"3283";"3384";"3389";"6866";"6884";"8533";"9490";"9754";"9584";"9124"
"250 000 tot 300 000 euro";"Maastricht (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"291";"2753";"2781";"2881";"2894";"6313";"6354";"8024";"8990";"9263";"9066";"8595"
"250 000 tot 300 000 euro";"Maastricht (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"2";"1";"1";"2";"3";"2";"2";"1";"1";"2";"2";"2"
"250 000 tot 300 000 euro";"Maastricht (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"104";"197";"193";"190";"180";"214";"175";"148";"151";"153";"154";"148"
"250 000 tot 300 000 euro";"Maastricht (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"209";"301";"308";"311";"312";"337";"353";"360";"348";"336";"362";"379"
"250 000 tot 300 000 euro";"Leeuwarden (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"128";"384";"420";"447";"481";"1320";"1409";"1862";"2266";"2319";"2401";"2322"
"250 000 tot 300 000 euro";"Leeuwarden (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"16";"198";"228";"250";"271";"1109";"1192";"1609";"1973";"2023";"2117";"2016"
"250 000 tot 300 000 euro";"Leeuwarden (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"2";"2";"2";"2";"-";"-";"-";"1";"1";"1";"-"
"250 000 tot 300 000 euro";"Leeuwarden (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"2";"28";"28";"32";"33";"42";"42";"46";"48";"39";"40";"40"
"250 000 tot 300 000 euro";"Leeuwarden (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"110";"156";"162";"163";"175";"169";"175";"207";"244";"256";"243";"266"
"250 000 tot 300 000 euro";"Maastricht (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"384";"1529";"1542";"1600";"1591";"3720";"3760";"4793";"5082";"5205";"5158";"4893"
"250 000 tot 300 000 euro";"Maastricht (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"178";"1230";"1240";"1299";"1292";"3395";"3431";"4480";"4775";"4909";"4832";"4550"
"250 000 tot 300 000 euro";"Maastricht (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"1";"-";"-";"1";"2";"-";"-";"1";"-";"1";"1";"2"
"250 000 tot 300 000 euro";"Maastricht (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"49";"86";"85";"85";"74";"92";"89";"74";"78";"81";"85";"76"
"250 000 tot 300 000 euro";"Maastricht (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"156";"213";"217";"215";"223";"233";"240";"238";"229";"214";"240";"265"
"300 000 tot 400 000 euro";"Noord-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"2826";"2903";"3057";"3228";"10131";"10578";"11096";"11553";"44860";"45431";"59999";"70567";"76084";"76537";"73895"
"300 000 tot 400 000 euro";"Noord-Nederland (LD)";"WOZ-objecten woningen";"aantal";"237";"237";"269";"305";"4443";"4697";"4992";"5308";"35882";"36604";"49398";"59562";"64744";"65424";"63028"
"300 000 tot 400 000 euro";"Noord-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"10";"9";"7";"8";"142";"143";"150";"147";"960";"996";"1368";"1671";"1873";"1899";"1769"
"300 000 tot 400 000 euro";"Noord-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"395";"449";"511";"550";"2246";"2304";"2384";"2417";"3784";"3575";"4577";"4485";"4448";"4273";"4149"
"300 000 tot 400 000 euro";"Noord-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"2184";"2208";"2270";"2365";"3300";"3434";"3570";"3681";"4234";"4256";"4656";"4849";"5019";"4941";"4949"
"300 000 tot 400 000 euro";"Oost-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"8327";"8664";"8991";"9351";"44942";"46173";"47382";"48638";"143265";"145723";"163620";"177972";"186083";"187929";"183596"
"300 000 tot 400 000 euro";"Oost-Nederland (LD)";"WOZ-objecten woningen";"aantal";"2123";"2169";"2254";"2368";"32084";"33105";"34084";"35130";"125427";"127842";"145618";"160081";"168288";"170155";"166157"
"300 000 tot 400 000 euro";"Oost-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"31";"6";"7";"6";"64";"63";"61";"77";"222";"312";"546";"658";"652";"635";"631"
"300 000 tot 400 000 euro";"Oost-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"1528";"1635";"1763";"1818";"5800";"5826";"5854";"5915";"8652";"8495";"7903";"7256";"6869";"6924";"6609"
"300 000 tot 400 000 euro";"Oost-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"4645";"4854";"4967";"5159";"6994";"7179";"7383";"7516";"8964";"9074";"9553";"9977";"10274";"10215";"10199"
"300 000 tot 400 000 euro";"West-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"29214";"29773";"30351";"30783";"104952";"107662";"110468";"112738";"258396";"263800";"299037";"353707";"393051";"396465";"380183"
"300 000 tot 400 000 euro";"West-Nederland (LD)";"WOZ-objecten woningen";"aantal";"14741";"14939";"15196";"15557";"83018";"85130";"87721";"89793";"229831";"235318";"269679";"323146";"362714";"367137";"350817"
"300 000 tot 400 000 euro";"West-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"137";"124";"132";"128";"385";"400";"385";"391";"1522";"1545";"2149";"2793";"2701";"2825";"2685"
"300 000 tot 400 000 euro";"West-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"1896";"2015";"2086";"1984";"4378";"4403";"4350";"4367";"6072";"5907";"5332";"4775";"4237";"4306";"4118"
"300 000 tot 400 000 euro";"West-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"12440";"12695";"12937";"13114";"17171";"17729";"18012";"18187";"20971";"21030";"21877";"22993";"23399";"22197";"22563"
"300 000 tot 400 000 euro";"Zuid-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"11172";"11450";"11749";"12178";"53985";"55058";"56361";"57660";"156465";"158410";"183983";"201271";"211497";"212209";"206391"
"300 000 tot 400 000 euro";"Zuid-Nederland (LD)";"WOZ-objecten woningen";"aantal";"3093";"3124";"3197";"3339";"39601";"40572";"41778";"43062";"139052";"141200";"166967";"185131";"194992";"196523";"190256"
"300 000 tot 400 000 euro";"Zuid-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"24";"24";"26";"26";"61";"61";"48";"51";"272";"282";"327";"463";"526";"507";"485"
"300 000 tot 400 000 euro";"Zuid-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"3028";"2987";"3024";"3057";"6540";"6475";"6331";"6214";"7652";"7355";"6573";"5266";"5235";"4665";"4886"
"300 000 tot 400 000 euro";"Zuid-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"5027";"5315";"5502";"5756";"7783";"7950";"8204";"8333";"9489";"9573";"10116";"10411";"10744";"10514";"10764"
"300 000 tot 400 000 euro";"Leeuwarden (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"249";"595";"629";"670";"703";"2867";"2896";"4061";"5008";"5368";"5288";"5116"
"300 000 tot 400 000 euro";"Leeuwarden (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"5";"179";"198";"215";"245";"2282";"2357";"3324";"4230";"4565";"4501";"4351"
"300 000 tot 400 000 euro";"Leeuwarden (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"-";"-";"-";"-";"-";"-";"3";"5";"8";"5";"4"
"300 000 tot 400 000 euro";"Leeuwarden (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"31";"149";"150";"151";"155";"186";"133";"309";"312";"316";"307";"309"
"300 000 tot 400 000 euro";"Leeuwarden (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"213";"267";"281";"304";"303";"399";"406";"425";"461";"479";"475";"452"
"300 000 tot 400 000 euro";"Maastricht (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"537";"2178";"2226";"2337";"2365";"6703";"6743";"8087";"8949";"9376";"9252";"8762"
"300 000 tot 400 000 euro";"Maastricht (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"113";"1558";"1603";"1710";"1729";"5931";"5988";"7294";"8175";"8613";"8477";"8039"
"300 000 tot 400 000 euro";"Maastricht (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"-";"1";"2";"1";"4";"4";"6";"4";"5";"2";"4"
"300 000 tot 400 000 euro";"Maastricht (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"116";"237";"237";"234";"224";"262";"229";"255";"229";"224";"229";"213"
"300 000 tot 400 000 euro";"Maastricht (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"308";"383";"385";"391";"411";"506";"522";"532";"541";"534";"544";"506"
"300 000 tot 400 000 euro";"Leeuwarden (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"162";"332";"358";"383";"402";"1328";"1381";"1790";"1976";"2089";"2107";"2044"
"300 000 tot 400 000 euro";"Leeuwarden (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"-";"105";"121";"132";"158";"987";"1032";"1441";"1613";"1708";"1726";"1692"
"300 000 tot 400 000 euro";"Leeuwarden (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1";"1";"1"
"300 000 tot 400 000 euro";"Leeuwarden (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"6";"33";"32";"25";"25";"57";"57";"61";"55";"65";"68";"66"
"300 000 tot 400 000 euro";"Leeuwarden (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"156";"194";"205";"226";"219";"284";"292";"288";"307";"315";"312";"285"
"300 000 tot 400 000 euro";"Maastricht (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"392";"1160";"1191";"1288";"1297";"3361";"3385";"4136";"4664";"4926";"4785";"4487"
"300 000 tot 400 000 euro";"Maastricht (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"73";"770";"795";"890";"891";"2879";"2901";"3625";"4190";"4451";"4316";"4042"
"300 000 tot 400 000 euro";"Maastricht (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"-";"1";"2";"1";"2";"2";"2";"1";"3";"-";"2"
"300 000 tot 400 000 euro";"Maastricht (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"76";"110";"112";"108";"97";"110";"107";"132";"101";"99";"97";"95"
"300 000 tot 400 000 euro";"Maastricht (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"243";"280";"283";"288";"308";"370";"375";"377";"372";"373";"372";"348"
"400 000 tot 500 000 euro";"Noord-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"1469";"1511";"1563";"1635";"3353";"3519";"3763";"3913";"13437";"13726";"20132";"25772";"29134";"29715";"28119"
"400 000 tot 500 000 euro";"Noord-Nederland (LD)";"WOZ-objecten woningen";"aantal";"35";"37";"41";"52";"636";"685";"753";"799";"8981";"9231";"14611";"19802";"22831";"23352";"21634"
"400 000 tot 500 000 euro";"Noord-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"6";"6";"6";"8";"19";"19";"21";"21";"331";"340";"556";"618";"640";"653";"654"
"400 000 tot 500 000 euro";"Noord-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"94";"97";"114";"135";"732";"781";"850";"887";"1476";"1437";"2093";"2255";"2418";"2446";"2509"
"400 000 tot 500 000 euro";"Noord-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"1334";"1371";"1402";"1440";"1966";"2034";"2139";"2206";"2649";"2718";"2872";"3097";"3245";"3264";"3322"
"400 000 tot 500 000 euro";"Oost-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"3754";"3890";"4036";"4278";"14073";"14475";"14975";"15474";"61034";"62031";"76276";"88531";"94854";"96327";"91510"
"400 000 tot 500 000 euro";"Oost-Nederland (LD)";"WOZ-objecten woningen";"aantal";"315";"323";"342";"384";"7423";"7612";"7886";"8225";"51155";"52091";"65507";"77402";"83098";"84436";"79633"
"400 000 tot 500 000 euro";"Oost-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"24";"9";"15";"13";"12";"13";"13";"27";"69";"81";"76";"123";"209";"234";"210"
"400 000 tot 500 000 euro";"Oost-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"485";"508";"560";"604";"2097";"2148";"2212";"2298";"4042";"4034";"4475";"4526";"4802";"4938";"4830"
"400 000 tot 500 000 euro";"Oost-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"2930";"3050";"3119";"3277";"4541";"4702";"4864";"4924";"5768";"5825";"6218";"6480";"6745";"6719";"6837"
"400 000 tot 500 000 euro";"West-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"13201";"13409";"13680";"13787";"41583";"42600";"43621";"44477";"117315";"119181";"141274";"167214";"187016";"189275";"182149"
"400 000 tot 500 000 euro";"West-Nederland (LD)";"WOZ-objecten woningen";"aantal";"4560";"4588";"4670";"4774";"28169";"28697";"29560";"30301";"99976";"101840";"123083";"148136";"167459";"170139";"163230"
"400 000 tot 500 000 euro";"West-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"56";"46";"52";"50";"143";"150";"148";"153";"411";"417";"616";"798";"920";"1043";"991"
"400 000 tot 500 000 euro";"West-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"678";"801";"816";"695";"1858";"1902";"1936";"1975";"3422";"3355";"3304";"3284";"3134";"3309";"3020"
"400 000 tot 500 000 euro";"West-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"7907";"7974";"8142";"8268";"11413";"11851";"11977";"12048";"13506";"13569";"14271";"14996";"15503";"14784";"14908"
"400 000 tot 500 000 euro";"Zuid-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"4835";"4979";"5152";"5352";"16437";"16874";"17388";"17810";"66950";"68000";"84964";"98651";"106521";"106629";"100649"
"400 000 tot 500 000 euro";"Zuid-Nederland (LD)";"WOZ-objecten woningen";"aantal";"544";"554";"555";"584";"8896";"9145";"9451";"9724";"55778";"56761";"73324";"87121";"94678";"95117";"88846"
"400 000 tot 500 000 euro";"Zuid-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"14";"12";"13";"12";"24";"23";"26";"25";"99";"102";"145";"191";"188";"200";"198"
"400 000 tot 500 000 euro";"Zuid-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"1059";"1064";"1117";"1159";"2640";"2674";"2696";"2724";"4648";"4576";"4586";"4203";"4324";"4037";"4191"
"400 000 tot 500 000 euro";"Zuid-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"3218";"3349";"3467";"3597";"4877";"5032";"5215";"5337";"6425";"6561";"6909";"7136";"7331";"7275";"7414"
"400 000 tot 500 000 euro";"Leeuwarden (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"145";"226";"226";"235";"241";"747";"767";"1179";"1473";"1723";"1817";"1736"
"400 000 tot 500 000 euro";"Leeuwarden (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"2";"14";"16";"18";"20";"458";"489";"813";"1053";"1252";"1356";"1256"
"400 000 tot 500 000 euro";"Leeuwarden (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"1";"-";"-";"-";"-";"-";"-";"-";"1";"2";"2";"1"
"400 000 tot 500 000 euro";"Leeuwarden (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"10";"45";"46";"44";"45";"63";"53";"114";"140";"159";"163";"172"
"400 000 tot 500 000 euro";"Leeuwarden (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"132";"167";"164";"173";"176";"226";"225";"252";"279";"310";"296";"307"
"400 000 tot 500 000 euro";"Maastricht (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"274";"666";"679";"696";"704";"2214";"2233";"3064";"3970";"4301";"4253";"3909"
"400 000 tot 500 000 euro";"Maastricht (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"13";"303";"316";"334";"336";"1820";"1841";"2595";"3480";"3763";"3737";"3417"
"400 000 tot 500 000 euro";"Maastricht (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"1";"1";"1";"3";"2";"2";"2";"3";"3";"1";"-";"1"
"400 000 tot 500 000 euro";"Maastricht (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"81";"100";"101";"102";"85";"110";"97";"110";"119";"144";"138";"135"
"400 000 tot 500 000 euro";"Maastricht (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"179";"262";"261";"257";"281";"282";"293";"356";"368";"393";"378";"356"
"400 000 tot 500 000 euro";"Leeuwarden (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"111";"127";"126";"132";"137";"461";"482";"672";"777";"847";"931";"903"
"400 000 tot 500 000 euro";"Leeuwarden (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"-";"10";"10";"11";"13";"268";"293";"460";"535";"576";"682";"649"
"400 000 tot 500 000 euro";"Leeuwarden (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"400 000 tot 500 000 euro";"Leeuwarden (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"1";"3";"3";"2";"4";"27";"23";"32";"40";"41";"36";"31"
"400 000 tot 500 000 euro";"Leeuwarden (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"109";"114";"113";"119";"120";"166";"166";"180";"202";"230";"213";"223"
"400 000 tot 500 000 euro";"Maastricht (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"205";"477";"487";"500";"506";"1243";"1242";"1488";"2014";"2154";"2173";"2100"
"400 000 tot 500 000 euro";"Maastricht (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"8";"222";"233";"248";"251";"966";"962";"1163";"1683";"1799";"1837";"1770"
"400 000 tot 500 000 euro";"Maastricht (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"1";"-";"-";"2";"1";"2";"2";"2";"2";"1";"-";"1"
"400 000 tot 500 000 euro";"Maastricht (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"66";"60";"59";"59";"39";"51";"52";"55";"60";"71";"57";"56"
"400 000 tot 500 000 euro";"Maastricht (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"130";"195";"195";"191";"215";"224";"226";"268";"269";"283";"279";"273"
"500 000 tot 1 000 000 euro";"Noord-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"2627";"2702";"2803";"2907";"4742";"4931";"5199";"5391";"10184";"10378";"14228";"18180";"21246";"22384";"21918"
"500 000 tot 1 000 000 euro";"Noord-Nederland (LD)";"WOZ-objecten woningen";"aantal";"29";"26";"33";"36";"236";"248";"273";"301";"3595";"3709";"6309";"9312";"11460";"12152";"11439"
"500 000 tot 1 000 000 euro";"Noord-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"8";"6";"5";"6";"15";"15";"17";"15";"96";"98";"250";"397";"499";"518";"527"
"500 000 tot 1 000 000 euro";"Noord-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"62";"72";"87";"103";"549";"593";"652";"713";"1145";"1129";"1784";"2165";"2594";"2943";"3152"
"500 000 tot 1 000 000 euro";"Noord-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"2528";"2598";"2678";"2762";"3942";"4075";"4257";"4362";"5348";"5442";"5885";"6306";"6693";"6771";"6800"
"500 000 tot 1 000 000 euro";"Oost-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"6672";"6932";"7190";"7486";"14414";"14947";"15607";"16186";"45157";"46067";"59182";"73587";"83236";"86591";"81289"
"500 000 tot 1 000 000 euro";"Oost-Nederland (LD)";"WOZ-objecten woningen";"aantal";"139";"132";"136";"144";"3087";"3150";"3298";"3455";"28458";"29079";"40570";"53659";"61946";"64409";"58979"
"500 000 tot 1 000 000 euro";"Oost-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"37";"22";"30";"27";"22";"21";"17";"38";"41";"51";"43";"66";"90";"60";"62"
"500 000 tot 1 000 000 euro";"Oost-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"319";"364";"415";"446";"1544";"1626";"1755";"1863";"3287";"3366";"4117";"4692";"5595";"6462";"6701"
"500 000 tot 1 000 000 euro";"Oost-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"6177";"6414";"6609";"6869";"9761";"10150";"10537";"10830";"13371";"13571";"14452";"15170";"15605";"15660";"15547"
"500 000 tot 1 000 000 euro";"West-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"20450";"20971";"21371";"21557";"49849";"51217";"52232";"53086";"133787";"135635";"161164";"197630";"224057";"227610";"217857"
"500 000 tot 1 000 000 euro";"West-Nederland (LD)";"WOZ-objecten woningen";"aantal";"2548";"2563";"2614";"2681";"23396";"23726";"24257";"24846";"98384";"99876";"123483";"157862";"183110";"188150";"178658"
"500 000 tot 1 000 000 euro";"West-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"114";"74";"70";"68";"149";"137";"126";"137";"402";"411";"527";"756";"840";"911";"802"
"500 000 tot 1 000 000 euro";"West-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"730";"914";"968";"680";"1745";"1745";"1741";"1793";"3947";"3955";"4025";"4273";"4316";"4718";"4381"
"500 000 tot 1 000 000 euro";"West-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"17058";"17420";"17719";"18128";"24559";"25609";"26108";"26310";"31054";"31393";"33129";"34739";"35791";"33831";"34016"
"500 000 tot 1 000 000 euro";"Zuid-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"7979";"8331";"8738";"9151";"17421";"17921";"18441";"18875";"55510";"56289";"73667";"89698";"101377";"103094";"96275"
"500 000 tot 1 000 000 euro";"Zuid-Nederland (LD)";"WOZ-objecten woningen";"aantal";"271";"278";"288";"297";"4131";"4244";"4440";"4606";"36709";"37244";"52382";"67694";"77924";"79732";"72452"
"500 000 tot 1 000 000 euro";"Zuid-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"33";"25";"24";"19";"22";"20";"31";"37";"91";"89";"132";"179";"189";"189";"185"
"500 000 tot 1 000 000 euro";"Zuid-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"840";"928";"972";"1059";"2186";"2223";"2314";"2328";"4616";"4651";"5870";"5740";"6653";"6702";"7002"
"500 000 tot 1 000 000 euro";"Zuid-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"6835";"7100";"7454";"7776";"11082";"11434";"11656";"11904";"14094";"14305";"15283";"16085";"16611";"16471";"16636"
"500 000 tot 1 000 000 euro";"Leeuwarden (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"273";"414";"418";"437";"451";"661";"663";"913";"1091";"1248";"1432";"1446"
"500 000 tot 1 000 000 euro";"Leeuwarden (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"2";"6";"5";"6";"7";"108";"123";"261";"392";"503";"625";"608"
"500 000 tot 1 000 000 euro";"Leeuwarden (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"1";"1";"1";"1";"-";"-";"-";"-";"1";"1";"2"
"500 000 tot 1 000 000 euro";"Leeuwarden (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"6";"32";"33";"35";"40";"38";"34";"104";"130";"161";"183";"204"
"500 000 tot 1 000 000 euro";"Leeuwarden (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"265";"375";"379";"395";"403";"515";"506";"548";"569";"583";"623";"632"
"500 000 tot 1 000 000 euro";"Maastricht (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"483";"825";"830";"864";"886";"2005";"2023";"2741";"3340";"3696";"3804";"3624"
"500 000 tot 1 000 000 euro";"Maastricht (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"12";"113";"113";"140";"147";"1202";"1228";"1858";"2379";"2725";"2771";"2585"
"500 000 tot 1 000 000 euro";"Maastricht (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"2";"5";"5";"7";"4";"7";"7";"5";"5";"6";"3";"5"
"500 000 tot 1 000 000 euro";"Maastricht (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"104";"178";"178";"179";"91";"115";"105";"144";"168";"164";"185";"193"
"500 000 tot 1 000 000 euro";"Maastricht (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"365";"529";"534";"538";"644";"681";"683";"734";"788";"801";"845";"841"
"500 000 tot 1 000 000 euro";"Leeuwarden (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"213";"313";"318";"333";"335";"490";"492";"641";"734";"801";"929";"931"
"500 000 tot 1 000 000 euro";"Leeuwarden (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"1";"-";"1";"2";"2";"63";"70";"171";"243";"297";"395";"395"
"500 000 tot 1 000 000 euro";"Leeuwarden (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"1";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-"
"500 000 tot 1 000 000 euro";"Leeuwarden (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"2";"6";"6";"7";"8";"15";"15";"33";"38";"44";"48";"51"
"500 000 tot 1 000 000 euro";"Leeuwarden (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"210";"306";"310";"323";"324";"412";"407";"437";"453";"460";"486";"485"
"500 000 tot 1 000 000 euro";"Maastricht (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"381";"633";"637";"663";"679";"1404";"1418";"1783";"2123";"2248";"2375";"2335"
"500 000 tot 1 000 000 euro";"Maastricht (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"7";"87";"87";"112";"116";"821";"831";"1130";"1416";"1545";"1634";"1603"
"500 000 tot 1 000 000 euro";"Maastricht (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"1";"3";"3";"5";"2";"4";"4";"4";"3";"4";"1";"3"
"500 000 tot 1 000 000 euro";"Maastricht (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"93";"142";"140";"141";"53";"68";"69";"84";"94";"85";"93";"91"
"500 000 tot 1 000 000 euro";"Maastricht (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"280";"401";"407";"405";"508";"511";"514";"565";"610";"614";"647";"638"
"1 000 000 euro en meer";"Noord-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"2115";"2217";"2296";"2383";"3097";"3216";"3331";"3428";"4197";"4320";"4846";"5325";"5946";"6103";"6211"
"1 000 000 euro en meer";"Noord-Nederland (LD)";"WOZ-objecten woningen";"aantal";"13";"18";"18";"10";"11";"9";"12";"11";"76";"88";"153";"229";"289";"321";"297"
"1 000 000 euro en meer";"Noord-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"19";"11";"10";"10";"4";"4";"4";"6";"14";"17";"9";"15";"17";"17";"25"
