region,period,total,total_occupied,total_not_occupied,oppucation_ratio
Dalfsen,01/01/2015,11238,10803,435,0.961292045
Dalfsen,01/01/2016,11391,10928,463,0.959353876
Dalfsen,01/01/2017,11444,11067,377,0.967056973
Dalfsen,01/01/2018,11511,11120,391,0.966032491
Dalfsen,01/01/2019,11722,11314,408,0.965193653
Dalfsen,01/01/2020,11889,11466,423,0.964420893
Dalfsen,01/01/2021,12056,11664,392,0.96748507
Dalfsen,01/01/2022,12158,11785,373,0.969320612
Dalfsen,01/01/2023,12332,11896,436,0.964644826
Dantumadiel,01/01/2012,7858,7536,322,0.959022652
Dantumadiel,01/01/2013,7867,7548,319,0.959450871
Dantumadiel,01/01/2014,8039,7741,298,0.962930713
Dantumadiel,01/01/2015,8046,7782,264,0.967188665
Dantumadiel,01/01/2016,8065,7814,251,0.968877867
Dantumadiel,01/01/2017,8084,7813,271,0.966476992
Dantumadiel,01/01/2018,8144,7862,282,0.965373281
Dantumadiel,01/01/2019,8147,7913,234,0.971277771
Dantumadiel,01/01/2020,8164,7953,211,0.974154826
Dantumadiel,01/01/2021,8202,8010,192,0.976591075
Dantumadiel,01/01/2022,8242,8045,197,0.976098034
Dantumadiel,01/01/2023,8263,8068,195,0.976400823
Delft,01/01/2012,48035,45523,2512,0.947704799
Delft,01/01/2013,48329,45787,2542,0.947402181
Delft,01/01/2014,48438,46126,2312,0.95226888
Delft,01/01/2015,49199,46737,2462,0.949958332
Delft,01/01/2016,49627,47219,2408,0.951478026
Delft,01/01/2017,49838,47469,2369,0.95246599
Delft,01/01/2018,49855,47610,2245,0.954969411
Delft,01/01/2019,50610,48247,2363,0.953309623
Delft,01/01/2020,50904,48654,2250,0.955799151
Delft,01/01/2021,51495,48992,2503,0.951393339
Delft,01/01/2022,52130,49890,2240,0.957030501
Delft,01/01/2023,52816,50334,2482,0.953006665
Delfzijl,01/01/2012,11982,11203,779,0.934985812
Delfzijl,01/01/2013,12027,11210,817,0.93206951
Delfzijl,01/01/2014,12229,11394,835,0.931719683
Delfzijl,01/01/2015,12232,11367,865,0.929283846
Delfzijl,01/01/2016,12273,11323,950,0.922594313
Delfzijl,01/01/2017,12237,11257,980,0.919915012
Delfzijl,01/01/2018,12241,11350,891,0.927211829
Delfzijl,01/01/2019,12182,11331,851,0.930142834
Delfzijl,01/01/2020,12223,11332,891,0.927104639
Delfzijl,01/01/2021,,,,
Delfzijl,01/01/2022,,,,
Delfzijl,01/01/2023,,,,
Deurne,01/01/2012,12829,12358,471,0.963286304
Deurne,01/01/2013,12994,12486,508,0.960905033
Deurne,01/01/2014,13198,12578,620,0.953023185
Deurne,01/01/2015,13344,12841,503,0.962305156
Deurne,01/01/2016,13433,12995,438,0.967393732
Deurne,01/01/2017,13523,13085,438,0.967610737
Deurne,01/01/2018,13644,13231,413,0.969730284
Deurne,01/01/2019,13887,13424,463,0.966659466
Deurne,01/01/2020,13955,13516,439,0.968541741
Deurne,01/01/2021,14052,13572,480,0.965841161
Deurne,01/01/2022,14165,13730,435,0.969290505
Deurne,01/01/2023,14312,13877,435,0.969605925
Deventer,01/01/2012,42268,40678,1590,0.96238289
Deventer,01/01/2013,42092,40565,1527,0.963722323
Deventer,01/01/2014,42203,40425,1778,0.957870294
Deventer,01/01/2015,42858,40881,1977,0.953870923
Deventer,01/01/2016,43643,41615,2028,0.953532067
Deventer,01/01/2017,44653,43032,1621,0.963697848
Deventer,01/01/2018,44707,43301,1406,0.968550786
Deventer,01/01/2019,45313,43739,1574,0.965263832
Deventer,01/01/2020,45988,44455,1533,0.966665217
Deventer,01/01/2021,46224,44763,1461,0.968393043
Deventer,01/01/2022,46469,45074,1395,0.969979987
Deventer,01/01/2023,47015,45501,1514,0.967797511
Diemen,01/01/2012,11843,11296,547,0.953812379
Diemen,01/01/2013,11891,11378,513,0.956858128
Diemen,01/01/2014,12657,11939,718,0.943272497
Diemen,01/01/2015,13132,12484,648,0.950654889
Diemen,01/01/2016,13216,12581,635,0.951952179
Diemen,01/01/2017,12770,12140,630,0.950665623
Diemen,01/01/2018,13136,12541,595,0.954704629
Diemen,01/01/2019,13803,13101,702,0.949141491
Diemen,01/01/2020,15015,14000,1015,0.932400932
Diemen,01/01/2021,15467,14475,992,0.935863451
Diemen,01/01/2022,16069,14792,1277,0.920530213
Diemen,01/01/2023,15959,15104,855,0.946425215
Dijk en Waard,01/01/2012,,,,
Dijk en Waard,01/01/2013,,,,
Dijk en Waard,01/01/2014,,,,
Dijk en Waard,01/01/2015,,,,
Dijk en Waard,01/01/2016,,,,
Dijk en Waard,01/01/2017,,,,
Dijk en Waard,01/01/2018,,,,
Dijk en Waard,01/01/2019,,,,
Dijk en Waard,01/01/2020,,,,
Dijk en Waard,01/01/2021,,,,
Dijk en Waard,01/01/2022,36664,35847,817,0.977716561
Dijk en Waard,01/01/2023,37459,36575,884,0.976400865
Dinkelland,01/01/2012,10105,9336,769,0.92389906
Dinkelland,01/01/2013,10215,9459,756,0.925991189
Dinkelland,01/01/2014,10445,9614,831,0.920440402
Dinkelland,01/01/2015,10461,9670,791,0.924385814
Dinkelland,01/01/2016,10528,9739,789,0.925056991
Dinkelland,01/01/2017,10661,9885,776,0.927211331
Dinkelland,01/01/2018,10774,10016,758,0.929645443
Dinkelland,01/01/2019,10900,10142,758,0.930458716
Dinkelland,01/01/2020,10939,10193,746,0.931803638
Dinkelland,01/01/2021,11047,10303,744,0.932651399
Dinkelland,01/01/2022,11107,10391,716,0.935536148
Dinkelland,01/01/2023,11186,10436,750,0.932951904
Dirksland,01/01/2012,3345,3180,165,0.950672646
Dirksland,01/01/2013,,,,
Dirksland,01/01/2014,,,,
Dirksland,01/01/2015,,,,
Dirksland,01/01/2016,,,,
Dirksland,01/01/2017,,,,
Dirksland,01/01/2018,,,,
Dirksland,01/01/2019,,,,
Dirksland,01/01/2020,,,,
Dirksland,01/01/2021,,,,
Dirksland,01/01/2022,,,,
Dirksland,01/01/2023,,,,
Doesburg,01/01/2012,5207,4924,283,0.945650086
Doesburg,01/01/2013,5168,4944,224,0.956656347
Doesburg,01/01/2014,5171,4975,196,0.962096306
Doesburg,01/01/2015,5167,4983,184,0.964389394
Doesburg,01/01/2016,5238,5067,171,0.967353952
Doesburg,01/01/2017,5248,5081,167,0.968178354
Doesburg,01/01/2018,5279,5128,151,0.971396098
Doesburg,01/01/2019,5286,5112,174,0.96708286
Doesburg,01/01/2020,5293,5102,191,0.963914604
Doesburg,01/01/2021,5313,5126,187,0.964803313
Doesburg,01/01/2022,5330,5168,162,0.969606004
Doesburg,01/01/2023,5380,5200,180,0.966542751
Doetinchem,01/01/2012,24288,23445,843,0.965291502
Doetinchem,01/01/2013,24523,23622,901,0.963258981
Doetinchem,01/01/2014,24848,24013,835,0.966395686
Doetinchem,01/01/2015,25039,24217,822,0.967171213
Doetinchem,01/01/2016,25180,24418,762,0.969737887
Doetinchem,01/01/2017,25477,24677,800,0.968599129
Doetinchem,01/01/2018,25628,24937,691,0.973037303
Doetinchem,01/01/2019,25926,25149,777,0.970030086
Doetinchem,01/01/2020,26129,25386,743,0.971564162
Doetinchem,01/01/2021,26509,25644,865,0.967369573
Doetinchem,01/01/2022,26730,25900,830,0.968948747
Doetinchem,01/01/2023,26836,26044,792,0.970487405
Dongen,01/01/2012,10520,10147,373,0.964543726
Dongen,01/01/2013,10646,10332,314,0.970505354
Dongen,01/01/2014,10726,10426,300,0.97203058
Dongen,01/01/2015,10780,10508,272,0.974768089
Dongen,01/01/2016,10792,10537,255,0.976371386
Dongen,01/01/2017,10838,10571,267,0.975364458
Dongen,01/01/2018,11075,10779,296,0.973273138
Dongen,01/01/2019,11241,10917,324,0.971176942
Dongen,01/01/2020,11289,10989,300,0.973425458
Dongen,01/01/2021,11456,11159,297,0.974074721
Dongen,01/01/2022,11539,11226,313,0.972874599
Dongen,01/01/2023,11732,11373,359,0.969399932
Dongeradeel,01/01/2012,10558,9981,577,0.945349498
Dongeradeel,01/01/2013,10622,10038,584,0.94501977
Dongeradeel,01/01/2014,10856,10273,583,0.946296979
Dongeradeel,01/01/2015,10888,10285,603,0.944617928
Dongeradeel,01/01/2016,10886,10293,593,0.945526364
Dongeradeel,01/01/2017,10983,10345,638,0.941910225
Dongeradeel,01/01/2018,11024,10351,673,0.938951379
Dongeradeel,01/01/2019,,,,
Dongeradeel,01/01/2020,,,,
Dongeradeel,01/01/2021,,,,
Dongeradeel,01/01/2022,,,,
Dongeradeel,01/01/2023,,,,
Dordrecht,01/01/2012,53973,51118,2855,0.947103181
Dordrecht,01/01/2013,54565,51456,3109,0.943022084
Dordrecht,01/01/2014,54528,51721,2807,0.94852186
Dordrecht,01/01/2015,54548,51905,2643,0.951547261
Dordrecht,01/01/2016,54853,52046,2807,0.948826865
Dordrecht,01/01/2017,54868,52072,2796,0.949041336
Dordrecht,01/01/2018,55059,52124,2935,0.946693547
Dordrecht,01/01/2019,55008,52422,2586,0.952988656
Dordrecht,01/01/2020,55279,52744,2535,0.954141717
Dordrecht,01/01/2021,55813,53101,2712,0.95140917
Dordrecht,01/01/2022,56247,53461,2786,0.950468469
Dordrecht,01/01/2023,56596,53929,2667,0.952876528
Drechterland,01/01/2012,7804,7565,239,0.96937468
Drechterland,01/01/2013,7876,7638,238,0.969781615
Drechterland,01/01/2014,8018,7765,253,0.968445997
Drechterland,01/01/2015,8045,7806,239,0.970292107
Drechterland,01/01/2016,8107,7855,252,0.968915752
Drechterland,01/01/2017,8154,7909,245,0.969953397
Drechterland,01/01/2018,8202,7938,264,0.967812729
Drechterland,01/01/2019,8280,8004,276,0.966666667
Drechterland,01/01/2020,8373,8116,257,0.969306103
Drechterland,01/01/2021,8410,8161,249,0.97039239
Drechterland,01/01/2022,8456,8251,205,0.975756859
Drechterland,01/01/2023,8602,8353,249,0.971053243
Drimmelen,01/01/2012,11105,10538,567,0.948941918
Drimmelen,01/01/2013,11156,10666,490,0.956077447
Drimmelen,01/01/2014,11364,10915,449,0.960489264
Drimmelen,01/01/2015,11435,11019,416,0.963620463
Drimmelen,01/01/2016,11501,11105,396,0.965568211
Drimmelen,01/01/2017,11601,11158,443,0.961813637
Drimmelen,01/01/2018,11708,11295,413,0.964724974
Drimmelen,01/01/2019,11779,11347,432,0.963324561
Drimmelen,01/01/2020,11761,11412,349,0.970325653
Drimmelen,01/01/2021,11845,11478,367,0.969016463
Drimmelen,01/01/2022,11984,11621,363,0.969709613
Drimmelen,01/01/2023,12182,11763,419,0.965604991
Dronten,01/01/2012,17043,15520,1523,0.910637799
Dronten,01/01/2013,17192,15687,1505,0.912459283
Dronten,01/01/2014,17231,15765,1466,0.914920782
Dronten,01/01/2015,17369,15883,1486,0.914445276
Dronten,01/01/2016,16495,15876,619,0.962473477
Dronten,01/01/2017,16603,16053,550,0.966873457
Dronten,01/01/2018,16901,16182,719,0.957458139
Dronten,01/01/2019,17140,16342,798,0.95344224
Dronten,01/01/2020,17390,16636,754,0.956641748
Dronten,01/01/2021,17730,16929,801,0.954822335
Dronten,01/01/2022,18085,17367,718,0.96029859
Dronten,01/01/2023,18344,17595,749,0.959169211
Druten,01/01/2012,7290,6988,302,0.958573388
Druten,01/01/2013,7348,7062,286,0.961077844
Druten,01/01/2014,7495,7214,281,0.962508339
Druten,01/01/2015,7607,7350,257,0.966215328
Druten,01/01/2016,7662,7427,235,0.969329157
Druten,01/01/2017,7807,7570,237,0.969642628
Druten,01/01/2018,7983,7697,286,0.964173869
Druten,01/01/2019,8047,7746,301,0.962594756
Druten,01/01/2020,8126,7845,281,0.965419641
Druten,01/01/2021,8202,7918,284,0.965374299
Druten,01/01/2022,8345,7998,347,0.958418214
Druten,01/01/2023,8433,8061,372,0.955887584
Duiven,01/01/2012,10390,10116,274,0.973628489
Duiven,01/01/2013,10513,10243,270,0.974317512
Duiven,01/01/2014,10605,10364,241,0.97727487
Duiven,01/01/2015,10616,10382,234,0.9779578
Duiven,01/01/2016,10635,10412,223,0.9790315
Duiven,01/01/2017,10645,10432,213,0.979990606
Duiven,01/01/2018,10678,10505,173,0.983798464
Duiven,01/01/2019,10708,10536,172,0.983937243
Duiven,01/01/2020,10743,10556,187,0.982593317
Duiven,01/01/2021,10760,10602,158,0.985315985
Duiven,01/01/2022,10780,10605,175,0.983766234
Duiven,01/01/2023,10865,10652,213,0.980395766
Echt-Susteren,01/01/2012,14085,13476,609,0.956762513
Echt-Susteren,01/01/2013,14147,13529,618,0.956315827
Echt-Susteren,01/01/2014,14360,13554,806,0.943871866
Echt-Susteren,01/01/2015,14402,13622,780,0.945840855
Echt-Susteren,01/01/2016,14450,13834,616,0.957370242
Echt-Susteren,01/01/2017,14497,13875,622,0.957094571
Echt-Susteren,01/01/2018,14532,13922,610,0.958023672
Echt-Susteren,01/01/2019,14540,13937,603,0.958528198
Echt-Susteren,01/01/2020,14595,13970,625,0.957177115
Echt-Susteren,01/01/2021,14713,14093,620,0.957860396
Echt-Susteren,01/01/2022,14743,14167,576,0.960930611
Echt-Susteren,01/01/2023,14911,14282,629,0.957816377
Edam-Volendam,01/01/2012,11761,10808,953,0.918969475
Edam-Volendam,01/01/2013,11876,10814,1062,0.910575951
Edam-Volendam,01/01/2014,12161,11470,691,0.943179015
Edam-Volendam,01/01/2015,12285,11696,589,0.952055352
Edam-Volendam,01/01/2016,14939,14282,657,0.956021153
Edam-Volendam,01/01/2017,14819,14384,435,0.970645793
Edam-Volendam,01/01/2018,14915,14502,413,0.972309755
Edam-Volendam,01/01/2019,15029,14629,400,0.973384789
Edam-Volendam,01/01/2020,15120,14697,423,0.97202381
Edam-Volendam,01/01/2021,15432,14904,528,0.965785381
Edam-Volendam,01/01/2022,15565,15127,438,0.971859942
Edam-Volendam,01/01/2023,15678,15184,494,0.968490879
Ede,01/01/2012,46871,40773,6098,0.869898231
Ede,01/01/2013,47600,41551,6049,0.872920168
Ede,01/01/2014,47757,42237,5520,0.88441485
Ede,01/01/2015,48250,42771,5479,0.886445596
Ede,01/01/2016,48915,43444,5471,0.888152918
Ede,01/01/2017,49703,44296,5407,0.89121381
Ede,01/01/2018,48007,44961,3046,0.93655092
Ede,01/01/2019,48552,45733,2819,0.94193854
Ede,01/01/2020,49152,46709,2443,0.950297038
Ede,01/01/2021,50056,47539,2517,0.949716318
Ede,01/01/2022,50743,48303,2440,0.95191455
Ede,01/01/2023,51718,49019,2699,0.94781314
Eemnes,01/01/2012,3438,3326,112,0.96742292
Eemnes,01/01/2013,3591,3426,165,0.954051796
Eemnes,01/01/2014,3590,3454,136,0.962116992
Eemnes,01/01/2015,3619,3519,100,0.972368057
Eemnes,01/01/2016,3665,3568,97,0.973533424
Eemnes,01/01/2017,3687,3605,82,0.977759696
Eemnes,01/01/2018,3812,3719,93,0.975603358
Eemnes,01/01/2019,3910,3771,139,0.964450128
Eemnes,01/01/2020,4008,3890,118,0.970558882
Eemnes,01/01/2021,4091,3959,132,0.96773405
Eemnes,01/01/2022,4098,3974,124,0.969741337
Eemnes,01/01/2023,4125,4014,111,0.973090909
Eemsdelta,01/01/2012,,,,
Eemsdelta,01/01/2013,,,,
Eemsdelta,01/01/2014,,,,
Eemsdelta,01/01/2015,,,,
Eemsdelta,01/01/2016,,,,
Eemsdelta,01/01/2017,,,,
Eemsdelta,01/01/2018,,,,
Eemsdelta,01/01/2019,,,,
Eemsdelta,01/01/2020,,,,
Eemsdelta,01/01/2021,23083,21246,1837,0.920417623
Eemsdelta,01/01/2022,23177,21135,2042,0.911895414
Eemsdelta,01/01/2023,23587,21174,2413,0.897697884
Eemsmond,01/01/2012,7407,6897,510,0.931146213
Eemsmond,01/01/2013,7349,6882,467,0.936453939
Eemsmond,01/01/2014,7444,6930,514,0.930951102
Eemsmond,01/01/2015,7464,6974,490,0.934351554
Eemsmond,01/01/2016,7471,7045,426,0.942979521
Eemsmond,01/01/2017,7410,7028,382,0.948448043
Eemsmond,01/01/2018,7410,7024,386,0.947908232
Eemsmond,01/01/2019,,,,
Eemsmond,01/01/2020,,,,
Eemsmond,01/01/2021,,,,
Eemsmond,01/01/2022,,,,
Eemsmond,01/01/2023,,,,
Eersel,01/01/2012,7647,7263,384,0.949784229
Eersel,01/01/2013,7725,7289,436,0.943559871
Eersel,01/01/2014,7856,7413,443,0.94360998
Eersel,01/01/2015,7946,7494,452,0.943116033
Eersel,01/01/2016,8008,7585,423,0.947177822
Eersel,01/01/2017,8035,7598,437,0.945612943
Eersel,01/01/2018,8071,7675,396,0.950935448
Eersel,01/01/2019,8277,7840,437,0.947203093
Eersel,01/01/2020,8402,7954,448,0.946679362
Eersel,01/01/2021,8511,8066,445,0.947714722
Eersel,01/01/2022,8616,8183,433,0.949744661
Eersel,01/01/2023,8662,8244,418,0.951743246
Eijsden-Margraten,01/01/2012,10415,9788,627,0.939798368
Eijsden-Margraten,01/01/2013,10486,9853,633,0.939633797
Eijsden-Margraten,01/01/2014,10712,10086,626,0.941560866
Eijsden-Margraten,01/01/2015,10781,10193,588,0.945459605
Eijsden-Margraten,01/01/2016,10888,10297,591,0.945720059
Eijsden-Margraten,01/01/2017,10979,10374,605,0.944894799
Eijsden-Margraten,01/01/2018,11181,10592,589,0.947321349
Eijsden-Margraten,01/01/2019,11208,10658,550,0.950927909
Eijsden-Margraten,01/01/2020,11326,10776,550,0.951439167
Eijsden-Margraten,01/01/2021,11367,10827,540,0.952494062
Eijsden-Margraten,01/01/2022,11426,10938,488,0.95729039
Eijsden-Margraten,01/01/2023,11488,10970,518,0.954909471
Eindhoven,01/01/2012,101412,96428,4984,0.950853942
Eindhoven,01/01/2013,101969,97178,4791,0.953015132
Eindhoven,01/01/2014,103507,98924,4583,0.955722801
Eindhoven,01/01/2015,104287,100133,4154,0.960167614
Eindhoven,01/01/2016,106732,101187,5545,0.948047446
Eindhoven,01/01/2017,107812,102704,5108,0.95262123
Eindhoven,01/01/2018,109468,104732,4736,0.956736215
Eindhoven,01/01/2019,111295,106537,4758,0.957248753
Eindhoven,01/01/2020,112965,108308,4657,0.958774842
Eindhoven,01/01/2021,114398,109779,4619,0.95962342
Eindhoven,01/01/2022,116056,111815,4241,0.963457296
Eindhoven,01/01/2023,118333,113863,4470,0.962225246
Elburg,01/01/2012,8659,8288,371,0.957154406
Elburg,01/01/2013,8762,8419,343,0.960853686
Elburg,01/01/2014,8983,8685,298,0.966826227
Elburg,01/01/2015,9101,8788,313,0.965608175
Elburg,01/01/2016,9170,8852,318,0.965321701
Elburg,01/01/2017,9186,8913,273,0.970280862
Elburg,01/01/2018,9274,8994,280,0.969808066
Elburg,01/01/2019,9268,8990,278,0.970004316
Elburg,01/01/2020,9356,9070,286,0.969431381
Elburg,01/01/2021,9595,9271,324,0.966232413
Elburg,01/01/2022,9752,9471,281,0.971185398
Elburg,01/01/2023,9761,9512,249,0.974490319
Emmen,01/01/2012,51220,45639,5581,0.891038657
Emmen,01/01/2013,48540,45750,2790,0.942521632
Emmen,01/01/2014,49264,46262,3002,0.939063007
Emmen,01/01/2015,49120,46471,2649,0.946070847
Emmen,01/01/2016,49118,46711,2407,0.950995562
Emmen,01/01/2017,48789,47027,1762,0.963885302
Emmen,01/01/2018,48923,47248,1675,0.965762525
Emmen,01/01/2019,49187,47412,1775,0.963913229
Emmen,01/01/2020,49308,47660,1648,0.966577432
Emmen,01/01/2021,49528,47864,1664,0.966402843
Emmen,01/01/2022,50002,48461,1541,0.969181233
Emmen,01/01/2023,50332,48578,1754,0.965151395
Enkhuizen,01/01/2012,8343,8031,312,0.96260338
Enkhuizen,01/01/2013,8399,8098,301,0.9641624
Enkhuizen,01/01/2014,8540,8227,313,0.963348946
Enkhuizen,01/01/2015,8613,8243,370,0.957041681
Enkhuizen,01/01/2016,8642,8308,334,0.961351539
Enkhuizen,01/01/2017,8689,8379,310,0.964322707
Enkhuizen,01/01/2018,8717,8396,321,0.963175404
Enkhuizen,01/01/2019,8754,8447,307,0.964930318
Enkhuizen,01/01/2020,8824,8520,304,0.965548504
Enkhuizen,01/01/2021,8880,8563,317,0.964301802
Enkhuizen,01/01/2022,8871,8590,281,0.968323752
Enkhuizen,01/01/2023,8927,8622,305,0.965833987
Enschede,01/01/2012,74142,69905,4237,0.942852904
Enschede,01/01/2013,74502,70475,4027,0.94594776
Enschede,01/01/2014,74787,71033,3754,0.94980411
Enschede,01/01/2015,75030,71097,3933,0.947580968
Enschede,01/01/2016,75056,71305,3751,0.950023982
Enschede,01/01/2017,74564,71111,3453,0.953690789
Enschede,01/01/2018,73672,70396,3276,0.955532631
Enschede,01/01/2019,74588,70798,3790,0.949187537
Enschede,01/01/2020,75222,71816,3406,0.954720693
Enschede,01/01/2021,75925,72503,3422,0.954929206
Enschede,01/01/2022,76250,73163,3087,0.959514754
Enschede,01/01/2023,77059,73454,3605,0.953217664
Epe,01/01/2012,13662,13008,654,0.952129996
Epe,01/01/2013,13698,13032,666,0.951379763
Epe,01/01/2014,13802,13038,764,0.944645704
Epe,01/01/2015,13839,13092,747,0.946022111
Epe,01/01/2016,14097,13380,717,0.949138114
Epe,01/01/2017,14177,13504,673,0.952528744
Epe,01/01/2018,14243,13608,635,0.955416696
Epe,01/01/2019,14349,13768,581,0.959509373
Epe,01/01/2020,14586,13985,601,0.958796106
Epe,01/01/2021,14697,14057,640,0.956453698
Epe,01/01/2022,14792,14204,588,0.960248783
Epe,01/01/2023,14844,14196,648,0.956345998
Ermelo,01/01/2012,10295,9560,735,0.928606119
Ermelo,01/01/2013,10301,9593,708,0.931268809
Ermelo,01/01/2014,10620,9895,725,0.93173258
Ermelo,01/01/2015,10781,10089,692,0.935813004
Ermelo,01/01/2016,10785,10248,537,0.950208623
Ermelo,01/01/2017,10861,10310,551,0.949268023
Ermelo,01/01/2018,10948,10398,550,0.949762514
Ermelo,01/01/2019,11002,10467,535,0.951372478
Ermelo,01/01/2020,11156,10575,581,0.947920402
Ermelo,01/01/2021,11360,10724,636,0.944014085
Ermelo,01/01/2022,11450,10821,629,0.945065502
Ermelo,01/01/2023,11647,10910,737,0.936721903
Etten-Leur,01/01/2012,17468,17009,459,0.97372338
Etten-Leur,01/01/2013,18043,17455,588,0.967411184
Etten-Leur,01/01/2014,18152,17592,560,0.969149405
Etten-Leur,01/01/2015,18183,17692,491,0.972996755
Etten-Leur,01/01/2016,18408,17912,496,0.973055193
Etten-Leur,01/01/2017,18513,18099,414,0.977637336
Etten-Leur,01/01/2018,18732,18325,407,0.978272475
Etten-Leur,01/01/2019,18967,18533,434,0.977118153
Etten-Leur,01/01/2020,19093,18664,429,0.977531032
Etten-Leur,01/01/2021,19154,18719,435,0.977289339
Etten-Leur,01/01/2022,19252,18851,401,0.979170995
Etten-Leur,01/01/2023,19766,19178,588,0.970251948
Ferwerderadiel,01/01/2012,3807,3537,270,0.929078014
Ferwerderadiel,01/01/2013,3797,3508,289,0.923887279
Ferwerderadiel,01/01/2014,3740,3528,212,0.943315508
Ferwerderadiel,01/01/2015,3852,3650,202,0.947559709
Ferwerderadiel,01/01/2016,3860,3642,218,0.943523316
Ferwerderadiel,01/01/2017,3853,3669,184,0.952245004
Ferwerderadiel,01/01/2018,3847,3669,178,0.953730179
Ferwerderadiel,01/01/2019,,,,
Ferwerderadiel,01/01/2020,,,,
Ferwerderadiel,01/01/2021,,,,
Ferwerderadiel,01/01/2022,,,,
Ferwerderadiel,01/01/2023,,,,
Franekeradeel,01/01/2012,9318,8690,628,0.932603563
Franekeradeel,01/01/2013,9269,8686,583,0.937102169
Franekeradeel,01/01/2014,9510,8894,616,0.935226078
Franekeradeel,01/01/2015,9488,8907,581,0.938764755
Franekeradeel,01/01/2016,9501,8924,577,0.939269551
Franekeradeel,01/01/2017,9497,8923,574,0.939559861
Franekeradeel,01/01/2018,9530,8950,580,0.939139559
Franekeradeel,01/01/2019,9564,8921,643,0.932768716
Franekeradeel,01/01/2020,9742,8962,780,0.919934305
Franekeradeel,01/01/2021,9710,8960,750,0.922760041
Franekeradeel,01/01/2022,9760,8975,785,0.919569672
Franekeradeel,01/01/2023,9821,8950,871,0.911312494
De Friese Meren,01/01/2012,,,,
De Friese Meren,01/01/2013,,,,
De Friese Meren,01/01/2014,22691,21109,1582,0.930280728
De Friese Meren,01/01/2015,22724,21265,1459,0.935794754
De Friese Meren,01/01/2016,,,,
De Friese Meren,01/01/2017,,,,
De Friese Meren,01/01/2018,,,,
De Friese Meren,01/01/2019,,,,
De Friese Meren,01/01/2020,,,,
De Friese Meren,01/01/2021,,,,
De Friese Meren,01/01/2022,,,,
De Friese Meren,01/01/2023,,,,
De Fryske Marren,01/01/2012,,,,
De Fryske Marren,01/01/2013,,,,
De Fryske Marren,01/01/2014,,,,
De Fryske Marren,01/01/2015,,,,
De Fryske Marren,01/01/2016,22818,21381,1437,0.937023403
De Fryske Marren,01/01/2017,22887,21483,1404,0.938655132
De Fryske Marren,01/01/2018,23086,21702,1384,0.940050247
De Fryske Marren,01/01/2019,23209,21811,1398,0.939764746
De Fryske Marren,01/01/2020,23347,21900,1447,0.938022016
De Fryske Marren,01/01/2021,23460,22038,1422,0.939386189
De Fryske Marren,01/01/2022,23564,22108,1456,0.93821083
De Fryske Marren,01/01/2023,23593,22122,1471,0.937650998
Gaasterlân-Sleat,01/01/2012,4791,4182,609,0.872886662
Gaasterlân-Sleat,01/01/2013,4493,4180,313,0.930336078
Gaasterlân-Sleat,01/01/2014,,,,
Gaasterlân-Sleat,01/01/2015,,,,
Gaasterlân-Sleat,01/01/2016,,,,
Gaasterlân-Sleat,01/01/2017,,,,
Gaasterlân-Sleat,01/01/2018,,,,
Gaasterlân-Sleat,01/01/2019,,,,
Gaasterlân-Sleat,01/01/2020,,,,
Gaasterlân-Sleat,01/01/2021,,,,
Gaasterlân-Sleat,01/01/2022,,,,
Gaasterlân-Sleat,01/01/2023,,,,
Geertruidenberg,01/01/2012,9376,8957,419,0.955311433
Geertruidenberg,01/01/2013,9395,9017,378,0.959765833
Geertruidenberg,01/01/2014,9542,9116,426,0.955355271
Geertruidenberg,01/01/2015,9560,9177,383,0.959937238
Geertruidenberg,01/01/2016,9553,9238,315,0.967026065
Geertruidenberg,01/01/2017,9594,9254,340,0.964561184
Geertruidenberg,01/01/2018,9614,9301,313,0.967443312
Geertruidenberg,01/01/2019,9638,9304,334,0.965345507
Geertruidenberg,01/01/2020,9639,9328,311,0.967735242
Geertruidenberg,01/01/2021,9648,9326,322,0.966625207
Geertruidenberg,01/01/2022,9843,9471,372,0.962206644
Geertruidenberg,01/01/2023,10120,9714,406,0.959881423
Geldermalsen,01/01/2012,10371,9973,398,0.961623759
Geldermalsen,01/01/2013,10369,9999,370,0.964316713
Geldermalsen,01/01/2014,10504,10135,369,0.964870526
Geldermalsen,01/01/2015,10561,10192,369,0.965060127
Geldermalsen,01/01/2016,10630,10243,387,0.963593603
Geldermalsen,01/01/2017,10808,10381,427,0.960492228
Geldermalsen,01/01/2018,10940,10499,441,0.959689214
Geldermalsen,01/01/2019,,,,
Geldermalsen,01/01/2020,,,,
Geldermalsen,01/01/2021,,,,
Geldermalsen,01/01/2022,,,,
Geldermalsen,01/01/2023,,,,
Geldrop-Mierlo,01/01/2012,17105,16514,591,0.965448699
Geldrop-Mierlo,01/01/2013,17157,16577,580,0.966194556
Geldrop-Mierlo,01/01/2014,17217,16691,526,0.969448801
Geldrop-Mierlo,01/01/2015,17269,16720,549,0.968208929
Geldrop-Mierlo,01/01/2016,17305,16798,507,0.970702109
Geldrop-Mierlo,01/01/2017,17354,16893,461,0.973435519
Geldrop-Mierlo,01/01/2018,17429,16956,473,0.972861323
Geldrop-Mierlo,01/01/2019,17640,17152,488,0.972335601
Geldrop-Mierlo,01/01/2020,17746,17233,513,0.971092077
Geldrop-Mierlo,01/01/2021,18078,17452,626,0.965372276
